words,ocurrences
panic,2309
fear,1241
sad,628
mental,225
mind,605
sorry,614
shame,225
hate,661
hell,621
bad,1754
feel,1490
feeling,531
shit,3143
worst,1018
worse,1363
blame,638
lonely,33
chaos,406
mad,364
ruined,120
anxiety,578
stress,232
stressed,105
phobia,7
shame,225
hurt,251
disorder,19
loneliness,25
turmoil,39
anger,67
horror,81
rage,31
fate,51
nervous,116
restless,1
depression,85
grief,28
worry,763
worried,1222
angst,3
depressed,32
suicide,43
suffer,288
suffering,214
uncertainty,186
uneasy,8
sadness,36
afraid,365
alone,372
suicidal,8
mood,101
tension,9
anxious,172
desperate,67
dismal,8
exhausted,24
insecure,12
distress,37
distressed,7
frustration,8
disgusting,140
boredom,18
bored,76
insane,241
stupidity,163
bullshit,285
uncertain,56
displeased,0
uncomfortable,15
melancholy,1
overwhelmed,136
pessimistic,7
unhappy,9
upset,135
outrage,33
ass,938
damn,1323
covidiot,0
terrify,2
terrified,102
terrifying,99
distrust,11
scare,611
scared,975
scaring,82
dread,19
failed,252
failed,252
failure,283
fuck,2155
fucking,1679
miserable,23
regret,74
shock,137
shocked,112
negligence,36
betrayed,5
cry,122
crying,101
idiot,400
idiots,232
selfish,164
upheaval,8
mess,238
crisis,2628
horrible,134
violence,45
abuse,35
rape,16
stupid,766
