words,ocurrences
panic,299
fear,1211
sad,802
mental,928
mind,675
sorry,629
shame,603
hate,793
hell,763
bad,1693
feel,1544
feeling,427
shit,1424
worst,1168
worse,1347
blame,948
lonely,33
chaos,404
mad,194
ruined,162
anxiety,432
stress,467
stressed,69
phobia,8
shame,603
hurt,225
disorder,58
loneliness,62
turmoil,116
anger,111
horror,77
rage,49
fate,47
nervous,75
restless,3
depression,294
grief,113
worry,535
worried,482
angst,3
depressed,53
suicide,234
suffer,279
suffering,739
uncertainty,361
uneasy,5
sadness,35
afraid,350
alone,721
suicidal,20
mood,66
tension,43
anxious,96
desperate,144
dismal,23
exhausted,62
insecure,19
distress,65
distressed,12
frustration,35
disgusting,307
boredom,11
bored,55
insane,226
stupidity,223
bullshit,389
uncertain,127
displeased,2
uncomfortable,40
melancholy,0
overwhelmed,94
pessimistic,7
unhappy,12
upset,92
outrage,65
ass,572
damn,743
covidiot,84
terrify,3
terrified,54
terrifying,63
distrust,67
scare,155
scared,535
scaring,19
dread,9
failed,1283
failed,1283
failure,899
fuck,1126
fucking,923
miserable,38
regret,90
shock,129
shocked,205
negligence,140
betrayed,21
cry,104
crying,86
idiot,391
idiots,345
selfish,195
upheaval,22
mess,307
crisis,3793
horrible,197
violence,817
abuse,202
rape,50
stupid,873
