words,ocurrences
panic,354
fear,1193
sad,684
mental,902
mind,630
sorry,659
shame,347
hate,532
hell,577
bad,1521
feel,1291
feeling,375
shit,994
worst,968
worse,1138
blame,746
lonely,38
chaos,205
mad,229
ruined,127
anxiety,294
stress,371
stressed,72
phobia,3
shame,347
hurt,163
disorder,32
loneliness,52
turmoil,19
anger,88
horror,79
rage,43
fate,50
nervous,47
restless,2
depression,304
grief,142
worry,431
worried,833
angst,5
depressed,37
suicide,183
suffer,236
suffering,522
uncertainty,240
uneasy,7
sadness,39
afraid,196
alone,558
suicidal,27
mood,60
tension,20
anxious,113
desperate,155
dismal,11
exhausted,43
insecure,22
distress,53
distressed,20
frustration,44
disgusting,243
boredom,9
bored,41
insane,370
stupidity,155
bullshit,278
uncertain,142
displeased,1
uncomfortable,44
melancholy,0
overwhelmed,82
pessimistic,17
unhappy,24
upset,102
outrage,81
ass,303
damn,515
covidiot,38
terrify,54
terrified,43
terrifying,65
distrust,15
scare,153
scared,243
scaring,15
dread,15
failed,779
failed,779
failure,698
fuck,1061
fucking,953
miserable,23
regret,48
shock,153
shocked,184
negligence,129
betrayed,27
cry,97
crying,176
idiot,264
idiots,280
selfish,253
upheaval,9
mess,214
crisis,3310
horrible,159
violence,362
abuse,171
rape,50
stupid,785
