words,ocurrences
panic,98
fear,473
sad,432
mental,406
mind,325
sorry,391
shame,266
hate,280
hell,407
bad,876
feel,674
feeling,262
shit,666
worst,501
worse,645
blame,295
lonely,16
chaos,228
mad,79
ruined,25
anxiety,165
stress,178
stressed,55
phobia,5
shame,266
hurt,92
disorder,21
loneliness,10
turmoil,17
anger,59
horror,42
rage,71
fate,27
nervous,57
restless,1
depression,56
grief,45
worry,202
worried,270
angst,1
depressed,14
suicide,55
suffer,152
suffering,236
uncertainty,88
uneasy,2
sadness,19
afraid,199
alone,242
suicidal,6
mood,41
tension,11
anxious,489
desperate,65
dismal,6
exhausted,37
insecure,11
distress,27
distressed,5
frustration,23
disgusting,160
boredom,10
bored,13
insane,157
stupidity,143
bullshit,178
uncertain,43
displeased,1
uncomfortable,15
melancholy,0
overwhelmed,210
pessimistic,3
unhappy,7
upset,60
outrage,36
ass,266
damn,389
covidiot,49
terrify,5
terrified,39
terrifying,47
distrust,20
scare,85
scared,598
scaring,10
dread,5
failed,280
failed,280
failure,255
fuck,618
fucking,459
miserable,32
regret,75
shock,64
shocked,89
negligence,50
betrayed,6
cry,58
crying,50
idiot,202
idiots,263
selfish,168
upheaval,5
mess,131
crisis,982
horrible,106
violence,198
abuse,83
rape,30
stupid,552
