words,ocurrences
panic,120
fear,455
sad,272
mental,598
mind,311
sorry,249
shame,204
hate,295
hell,297
bad,707
feel,833
feeling,294
shit,531
worst,317
worse,500
blame,263
lonely,13
chaos,109
mad,67
ruined,30
anxiety,231
stress,265
stressed,46
phobia,4
shame,204
hurt,97
disorder,61
loneliness,59
turmoil,12
anger,39
horror,21
rage,16
fate,19
nervous,41
restless,2
depression,108
grief,77
worry,228
worried,211
angst,5
depressed,12
suicide,77
suffer,113
suffering,281
uncertainty,121
uneasy,4
sadness,17
afraid,119
alone,266
suicidal,20
mood,20
tension,11
anxious,44
desperate,53
dismal,7
exhausted,49
insecure,9
distress,31
distressed,3
frustration,36
disgusting,95
boredom,6
bored,21
insane,62
stupidity,81
bullshit,181
uncertain,50
displeased,0
uncomfortable,25
melancholy,0
overwhelmed,89
pessimistic,3
unhappy,52
upset,48
outrage,40
ass,189
damn,266
covidiot,117
terrify,1
terrified,21
terrifying,27
distrust,39
scare,68
scared,99
scaring,11
dread,6
failed,266
failed,266
failure,534
fuck,421
fucking,367
miserable,18
regret,30
shock,79
shocked,75
negligence,33
betrayed,31
cry,82
crying,53
idiot,142
idiots,146
selfish,68
upheaval,9
mess,124
crisis,1840
horrible,77
violence,637
abuse,207
rape,54
stupid,412
