words,ocurrences
panic,409
fear,1741
sad,1485
mental,983
mind,1144
sorry,1008
shame,765
hate,1141
hell,1121
bad,2402
feel,1925
feeling,627
shit,2279
worst,1331
worse,1584
blame,1317
lonely,49
chaos,299
mad,329
ruined,113
anxiety,517
stress,591
stressed,99
phobia,12
shame,765
hurt,509
disorder,79
loneliness,51
turmoil,60
anger,131
horror,133
rage,101
fate,68
nervous,72
restless,2
depression,318
grief,161
worry,577
worried,720
angst,2
depressed,78
suicide,187
suffer,555
suffering,919
uncertainty,359
uneasy,68
sadness,34
afraid,496
alone,829
suicidal,19
mood,77
tension,36
anxious,97
desperate,292
dismal,46
exhausted,58
insecure,69
distress,70
distressed,22
frustration,60
disgusting,556
boredom,19
bored,143
insane,364
stupidity,352
bullshit,691
uncertain,185
displeased,0
uncomfortable,97
melancholy,0
overwhelmed,162
pessimistic,9
unhappy,21
upset,182
outrage,98
ass,816
damn,1150
covidiot,155
terrify,4
terrified,95
terrifying,252
distrust,35
scare,279
scared,502
scaring,30
dread,16
failed,1042
failed,1042
failure,1046
fuck,1891
fucking,1721
miserable,50
regret,217
shock,732
shocked,223
negligence,334
betrayed,21
cry,202
crying,207
idiot,740
idiots,503
selfish,592
upheaval,17
mess,404
crisis,5473
horrible,295
violence,507
abuse,431
rape,49
stupid,1662
