words,ocurrences
panic,343
fear,1226
sad,1185
mental,1151
mind,633
sorry,693
shame,468
hate,671
hell,626
bad,1840
feel,1295
feeling,459
shit,1158
worst,1117
worse,1545
blame,745
lonely,73
chaos,244
mad,205
ruined,88
anxiety,433
stress,462
stressed,103
phobia,5
shame,468
hurt,458
disorder,46
loneliness,63
turmoil,66
anger,159
horror,127
rage,48
fate,139
nervous,58
restless,13
depression,246
grief,99
worry,539
worried,710
angst,10
depressed,50
suicide,289
suffer,265
suffering,586
uncertainty,294
uneasy,8
sadness,32
afraid,284
alone,700
suicidal,26
mood,63
tension,30
anxious,94
desperate,222
dismal,13
exhausted,106
insecure,18
distress,71
distressed,11
frustration,86
disgusting,290
boredom,8
bored,80
insane,332
stupidity,218
bullshit,379
uncertain,115
displeased,1
uncomfortable,33
melancholy,0
overwhelmed,236
pessimistic,13
unhappy,14
upset,78
outrage,41
ass,559
damn,644
covidiot,133
terrify,6
terrified,74
terrifying,95
distrust,19
scare,206
scared,282
scaring,52
dread,16
failed,1558
failed,1558
failure,1179
fuck,1020
fucking,962
miserable,37
regret,42
shock,188
shocked,163
negligence,147
betrayed,21
cry,85
crying,101
idiot,519
idiots,404
selfish,335
upheaval,37
mess,239
crisis,2523
horrible,284
violence,388
abuse,169
rape,29
stupid,997
