words,ocurrences
panic,501
fear,2069
sad,1501
mental,1773
mind,1150
sorry,1055
shame,707
hate,1104
hell,1180
bad,2736
feel,2535
feeling,813
shit,2033
worst,1746
worse,1786
blame,2115
lonely,72
chaos,349
mad,387
ruined,179
anxiety,736
stress,806
stressed,163
phobia,9
shame,707
hurt,351
disorder,111
loneliness,163
turmoil,44
anger,176
horror,148
rage,131
fate,78
nervous,194
restless,9
depression,616
grief,180
worry,753
worried,688
angst,20
depressed,67
suicide,568
suffer,437
suffering,1030
uncertainty,686
uneasy,27
sadness,65
afraid,491
alone,1143
suicidal,21
mood,144
tension,51
anxious,176
desperate,382
dismal,18
exhausted,78
insecure,45
distress,155
distressed,33
frustration,89
disgusting,492
boredom,36
bored,145
insane,321
stupidity,343
bullshit,595
uncertain,298
displeased,2
uncomfortable,69
melancholy,2
overwhelmed,319
pessimistic,21
unhappy,38
upset,148
outrage,117
ass,829
damn,924
covidiot,149
terrify,5
terrified,83
terrifying,196
distrust,41
scare,265
scared,532
scaring,39
dread,21
failed,1404
failed,1404
failure,1421
fuck,1733
fucking,1585
miserable,59
regret,109
shock,345
shocked,289
negligence,231
betrayed,22
cry,251
crying,202
idiot,690
idiots,526
selfish,279
upheaval,36
mess,382
crisis,11529
horrible,366
violence,627
abuse,625
rape,50
stupid,1558
