words,ocurrences
panic,169
fear,693
sad,879
mental,499
mind,499
sorry,580
shame,387
hate,439
hell,683
bad,1541
feel,991
feeling,410
shit,1131
worst,754
worse,987
blame,348
lonely,50
chaos,86
mad,142
ruined,74
anxiety,204
stress,443
stressed,40
phobia,4
shame,387
hurt,180
disorder,38
loneliness,31
turmoil,15
anger,61
horror,51
rage,46
fate,44
nervous,23
restless,3
depression,188
grief,72
worry,399
worried,456
angst,2
depressed,31
suicide,114
suffer,277
suffering,538
uncertainty,83
uneasy,4
sadness,31
afraid,204
alone,505
suicidal,13
mood,31
tension,16
anxious,33
desperate,128
dismal,6
exhausted,198
insecure,13
distress,37
distressed,3
frustration,28
disgusting,630
boredom,10
bored,31
insane,176
stupidity,232
bullshit,277
uncertain,51
displeased,1
uncomfortable,29
melancholy,1
overwhelmed,244
pessimistic,9
unhappy,23
upset,77
outrage,54
ass,531
damn,966
covidiot,175
terrify,1
terrified,50
terrifying,119
distrust,22
scare,203
scared,183
scaring,17
dread,9
failed,547
failed,547
failure,447
fuck,1015
fucking,1004
miserable,30
regret,28
shock,61
shocked,80
negligence,132
betrayed,18
cry,88
crying,105
idiot,487
idiots,397
selfish,401
upheaval,7
mess,152
crisis,1699
horrible,195
violence,283
abuse,163
stupid,1026
