words,ocurrences
panic,247
fear,1162
sad,711
mental,1375
mind,617
sorry,519
shame,432
hate,681
hell,655
bad,1637
feel,1335
feeling,417
shit,1002
worst,959
worse,1541
blame,784
lonely,36
chaos,181
mad,181
ruined,94
anxiety,261
stress,404
stressed,73
phobia,4
shame,432
hurt,256
disorder,25
loneliness,47
turmoil,42
anger,67
horror,83
rage,54
fate,40
nervous,60
restless,4
depression,224
grief,95
worry,387
worried,666
angst,8
depressed,44
suicide,413
suffer,346
suffering,698
uncertainty,243
uneasy,10
sadness,14
afraid,325
alone,599
suicidal,20
mood,61
tension,24
anxious,62
desperate,193
dismal,11
exhausted,75
insecure,22
distress,66
distressed,17
frustration,43
disgusting,275
boredom,11
bored,80
insane,175
stupidity,157
bullshit,332
uncertain,126
displeased,0
uncomfortable,24
melancholy,1
overwhelmed,237
pessimistic,6
unhappy,21
upset,80
outrage,48
ass,418
damn,574
covidiot,63
terrify,2
terrified,35
terrifying,81
distrust,31
scare,155
scared,244
scaring,21
dread,11
failed,1088
failed,1088
failure,757
fuck,915
fucking,805
miserable,44
regret,65
shock,116
shocked,133
negligence,178
betrayed,24
cry,105
crying,105
idiot,559
idiots,607
selfish,208
upheaval,15
mess,210
crisis,3333
horrible,219
violence,377
abuse,201
rape,298
stupid,842
