words,ocurrences
panic,3678
fear,1939
sad,1018
mental,497
mind,995
sorry,1003
shame,663
hate,979
hell,1080
bad,2471
feel,2304
feeling,815
shit,3307
worst,1409
worse,1754
blame,787
lonely,53
chaos,686
mad,495
ruined,121
anxiety,845
stress,461
stressed,155
phobia,9
shame,663
hurt,338
disorder,46
loneliness,60
turmoil,36
anger,70
horror,141
rage,50
fate,60
nervous,96
restless,8
depression,150
grief,50
worry,813
worried,1143
angst,16
depressed,44
suicide,91
suffer,270
suffering,397
uncertainty,256
uneasy,9
sadness,36
afraid,564
alone,769
suicidal,17
mood,194
tension,17
anxious,262
desperate,184
dismal,9
exhausted,60
insecure,29
distress,73
distressed,14
frustration,41
disgusting,537
boredom,61
bored,217
insane,400
stupidity,376
bullshit,535
uncertain,118
displeased,2
uncomfortable,42
melancholy,1
overwhelmed,409
pessimistic,7
unhappy,17
upset,143
outrage,67
ass,1234
damn,1339
covidiot,6
terrify,7
terrified,118
terrifying,213
distrust,30
scare,658
scared,840
scaring,73
dread,48
failed,487
failed,487
failure,503
fuck,2653
fucking,2375
miserable,48
regret,101
shock,155
shocked,151
negligence,103
betrayed,11
cry,154
crying,178
idiot,832
idiots,588
selfish,928
upheaval,23
mess,347
crisis,4692
horrible,356
violence,99
abuse,88
rape,30
stupid,1555
