words,ocurrences
panic,77
fear,404
sad,335
mental,274
mind,253
sorry,248
shame,160
hate,192
hell,263
bad,642
feel,493
feeling,157
shit,513
worst,909
worse,383
blame,161
lonely,6
chaos,46
mad,72
ruined,22
anxiety,102
stress,113
stressed,23
phobia,0
shame,160
hurt,60
disorder,28
loneliness,19
turmoil,5
anger,36
horror,37
rage,15
fate,26
nervous,14
restless,113
depression,65
grief,44
worry,105
worried,111
angst,2
depressed,17
suicide,45
suffer,151
suffering,159
uncertainty,38
uneasy,5
sadness,14
afraid,115
alone,218
suicidal,13
mood,16
tension,7
anxious,22
desperate,48
dismal,1
exhausted,32
insecure,5
distress,19
distressed,4
frustration,17
disgusting,190
boredom,1
bored,5
insane,134
stupidity,101
bullshit,148
uncertain,24
displeased,1
uncomfortable,9
melancholy,0
overwhelmed,126
pessimistic,1
unhappy,7
upset,30
outrage,18
ass,166
damn,291
covidiot,20
terrify,1
terrified,12
terrifying,45
distrust,22
scare,64
scared,76
scaring,9
dread,2
failed,210
failed,210
failure,175
fuck,362
fucking,352
miserable,10
regret,23
shock,49
shocked,32
negligence,22
betrayed,1
cry,26
crying,37
idiot,137
idiots,127
selfish,88
upheaval,7
mess,76
crisis,626
horrible,105
violence,138
abuse,109
rape,19
stupid,329
