words,ocurrences
panic,279
fear,813
sad,489
mental,547
mind,472
sorry,375
shame,342
hate,406
hell,461
bad,1060
feel,926
feeling,274
shit,781
worst,1450
worse,1223
blame,527
lonely,35
chaos,152
mad,144
ruined,91
anxiety,261
stress,244
stressed,47
phobia,5
shame,342
hurt,137
disorder,43
loneliness,56
turmoil,24
anger,78
horror,55
rage,30
fate,28
nervous,58
restless,1
depression,200
grief,108
worry,381
worried,361
angst,2
depressed,25
suicide,206
suffer,238
suffering,327
uncertainty,119
uneasy,2
sadness,28
afraid,177
alone,757
suicidal,18
mood,48
tension,44
anxious,57
desperate,165
dismal,5
exhausted,29
insecure,12
distress,57
distressed,11
frustration,30
disgusting,152
boredom,6
bored,43
insane,147
stupidity,129
bullshit,269
uncertain,81
displeased,8
uncomfortable,20
melancholy,2
overwhelmed,82
pessimistic,6
unhappy,8
upset,56
outrage,81
ass,286
damn,383
covidiot,40
terrify,11
terrified,32
terrifying,56
distrust,137
scare,119
scared,172
scaring,31
dread,13
failed,576
failed,576
failure,610
fuck,656
fucking,500
miserable,23
regret,28
shock,135
shocked,102
negligence,114
betrayed,12
cry,60
crying,54
idiot,461
idiots,268
selfish,212
upheaval,77
mess,171
crisis,1972
horrible,150
violence,346
abuse,150
rape,85
stupid,610
