words,ocurrences
panic,150
fear,665
sad,960
mental,876
mind,468
sorry,1027
shame,438
hate,491
hell,542
bad,1108
feel,1071
feeling,371
shit,987
worst,1092
worse,873
blame,588
lonely,34
chaos,121
mad,164
ruined,64
anxiety,251
stress,268
stressed,60
phobia,4
shame,438
hurt,194
disorder,78
loneliness,63
turmoil,24
anger,165
horror,86
rage,60
fate,26
nervous,34
restless,4
depression,169
grief,254
worry,331
worried,343
angst,7
depressed,27
suicide,196
suffer,187
suffering,506
uncertainty,165
uneasy,4
sadness,49
afraid,174
alone,515
suicidal,33
mood,48
tension,14
anxious,52
desperate,126
dismal,15
exhausted,54
insecure,14
distress,52
distressed,8
frustration,66
disgusting,260
boredom,14
bored,29
insane,132
stupidity,138
bullshit,325
uncertain,93
displeased,1
uncomfortable,31
melancholy,3
overwhelmed,130
pessimistic,12
unhappy,20
upset,75
outrage,56
ass,311
damn,507
covidiot,53
terrify,4
terrified,37
terrifying,52
distrust,44
scare,129
scared,176
scaring,35
dread,6
failed,793
failed,793
failure,821
fuck,1228
fucking,1071
miserable,31
regret,30
shock,98
shocked,127
negligence,178
betrayed,13
cry,83
crying,81
idiot,277
idiots,200
selfish,176
upheaval,8
mess,272
crisis,2171
horrible,181
violence,302
abuse,137
rape,17
stupid,533
