words,ocurrences
panic,57
fear,517
sad,427
mental,332
mind,256
sorry,357
shame,197
hate,200
hell,309
bad,724
feel,556
feeling,150
shit,551
worst,356
worse,456
blame,400
lonely,11
chaos,61
mad,74
ruined,22
anxiety,94
stress,92
stressed,21
phobia,4
shame,197
hurt,83
disorder,24
loneliness,5
turmoil,3
anger,38
horror,32
rage,30
fate,25
nervous,29
restless,0
depression,52
grief,41
worry,183
worried,168
angst,3
depressed,8
suicide,81
suffer,136
suffering,702
uncertainty,42
uneasy,3
sadness,9
afraid,144
alone,216
suicidal,12
mood,16
tension,3
anxious,19
desperate,36
dismal,2
exhausted,48
insecure,1
distress,18
distressed,3
frustration,24
disgusting,95
boredom,6
bored,12
insane,110
stupidity,206
bullshit,179
uncertain,37
displeased,1
uncomfortable,16
melancholy,1
overwhelmed,134
pessimistic,2
unhappy,3
upset,32
outrage,37
ass,199
damn,297
covidiot,74
terrify,2
terrified,21
terrifying,41
distrust,25
scare,73
scared,326
scaring,8
dread,6
failed,258
failed,258
failure,206
fuck,457
fucking,387
miserable,24
regret,31
shock,24
shocked,54
negligence,73
betrayed,5
cry,54
crying,34
idiot,187
idiots,228
selfish,232
upheaval,1
mess,334
crisis,633
horrible,85
violence,93
abuse,75
rape,10
stupid,623
