words,ocurrences
panic,2818
fear,1704
sad,433
mental,184
mind,510
sorry,472
shame,194
hate,432
hell,428
bad,1731
feel,1142
feeling,430
shit,1481
worst,660
worse,1460
blame,740
lonely,35
chaos,262
mad,272
ruined,64
anxiety,430
stress,200
stressed,51
phobia,6
shame,194
hurt,301
disorder,13
loneliness,11
turmoil,76
anger,41
horror,53
rage,36
fate,49
nervous,101
restless,0
depression,54
grief,20
worry,671
worried,1187
angst,2
depressed,21
suicide,55
suffer,149
suffering,205
uncertainty,293
uneasy,6
sadness,12
afraid,447
alone,270
suicidal,6
mood,65
tension,12
anxious,103
desperate,88
dismal,9
exhausted,27
insecure,8
distress,29
distressed,10
frustration,18
disgusting,164
boredom,9
bored,49
insane,195
stupidity,123
bullshit,210
uncertain,52
displeased,1
uncomfortable,14
melancholy,0
overwhelmed,135
pessimistic,8
unhappy,8
upset,141
outrage,59
ass,678
damn,691
covidiot,0
terrify,4
terrified,124
terrifying,92
distrust,15
scare,877
scared,739
scaring,71
dread,16
failed,175
failed,175
failure,236
fuck,1145
fucking,905
miserable,26
regret,40
shock,158
shocked,65
negligence,40
betrayed,2
cry,72
crying,56
idiot,390
idiots,182
selfish,102
upheaval,4
mess,137
crisis,2525
horrible,76
violence,63
abuse,24
rape,13
stupid,700
