words,ocurrences
panic,294
fear,806
sad,1005
mental,821
mind,551
sorry,936
shame,471
hate,475
hell,811
bad,1601
feel,1473
feeling,539
shit,1567
worst,1174
worse,1138
blame,503
lonely,40
chaos,213
mad,204
ruined,106
anxiety,235
stress,365
stressed,61
phobia,6
shame,471
hurt,214
disorder,45
loneliness,50
turmoil,25
anger,94
horror,76
rage,96
fate,39
nervous,66
restless,0
depression,160
grief,115
worry,516
worried,712
angst,4
depressed,51
suicide,145
suffer,334
suffering,648
uncertainty,173
uneasy,6
sadness,37
afraid,261
alone,593
suicidal,13
mood,53
tension,25
anxious,87
desperate,131
dismal,17
exhausted,88
insecure,20
distress,49
distressed,4
frustration,48
disgusting,311
boredom,9
bored,34
insane,227
stupidity,175
bullshit,360
uncertain,112
displeased,0
uncomfortable,31
melancholy,2
overwhelmed,191
pessimistic,4
unhappy,36
upset,93
outrage,97
ass,538
damn,981
covidiot,121
terrify,3
terrified,38
terrifying,94
distrust,69
scare,196
scared,260
scaring,9
dread,16
failed,2332
failed,2332
failure,721
fuck,1575
fucking,1214
miserable,48
regret,42
shock,212
shocked,184
negligence,235
betrayed,21
cry,125
crying,126
idiot,399
idiots,338
selfish,256
upheaval,15
mess,207
crisis,2772
horrible,212
violence,249
abuse,215
rape,30
stupid,859
