words,ocurrences
panic,161
fear,771
sad,921
mental,695
mind,591
sorry,639
shame,552
hate,465
hell,739
bad,1554
feel,1205
feeling,452
shit,1362
worst,862
worse,1156
blame,593
lonely,64
chaos,118
mad,193
ruined,88
anxiety,208
stress,340
stressed,73
phobia,3
shame,552
hurt,176
disorder,48
loneliness,44
turmoil,19
anger,58
horror,52
rage,276
fate,41
nervous,71
restless,4
depression,140
grief,93
worry,417
worried,610
angst,4
depressed,91
suicide,120
suffer,312
suffering,646
uncertainty,177
uneasy,12
sadness,41
afraid,232
alone,698
suicidal,17
mood,44
tension,18
anxious,53
desperate,277
dismal,9
exhausted,97
insecure,10
distress,66
distressed,10
frustration,37
disgusting,269
boredom,18
bored,27
insane,212
stupidity,200
bullshit,350
uncertain,64
displeased,1
uncomfortable,33
melancholy,0
overwhelmed,145
pessimistic,4
unhappy,14
upset,79
outrage,77
ass,527
damn,809
covidiot,116
terrify,2
terrified,53
terrifying,105
distrust,92
scare,138
scared,231
scaring,26
dread,7
failed,730
failed,730
failure,597
fuck,1173
fucking,944
miserable,30
regret,34
shock,101
shocked,125
negligence,190
betrayed,14
cry,111
crying,129
idiot,441
idiots,272
selfish,225
upheaval,6
mess,211
crisis,2315
horrible,222
violence,270
abuse,205
rape,25
stupid,812
