words,ocurrences
panic,78
fear,419
sad,325
mental,545
mind,278
sorry,312
shame,250
hate,498
hell,311
bad,661
feel,677
feeling,306
shit,644
worst,370
worse,393
blame,219
lonely,12
chaos,49
mad,73
ruined,22
anxiety,130
stress,154
stressed,34
phobia,3
shame,250
hurt,116
disorder,23
loneliness,34
turmoil,6
anger,42
horror,22
rage,31
fate,18
nervous,28
restless,4
depression,92
grief,60
worry,216
worried,155
angst,2
depressed,20
suicide,65
suffer,113
suffering,324
uncertainty,64
uneasy,1
sadness,12
afraid,102
alone,267
suicidal,4
mood,31
tension,13
anxious,37
desperate,84
dismal,3
exhausted,31
insecure,6
distress,26
distressed,5
frustration,37
disgusting,206
boredom,7
bored,20
insane,80
stupidity,98
bullshit,214
uncertain,19
displeased,1
uncomfortable,15
melancholy,0
overwhelmed,36
pessimistic,10
unhappy,4
upset,54
outrage,54
ass,248
damn,304
covidiot,16
terrify,0
terrified,21
terrifying,45
distrust,17
scare,60
scared,88
scaring,5
dread,0
failed,320
failed,320
failure,515
fuck,511
fucking,423
miserable,22
regret,21
shock,118
shocked,56
negligence,46
betrayed,6
cry,61
crying,48
idiot,143
idiots,132
selfish,117
upheaval,3
mess,110
crisis,814
horrible,101
violence,257
abuse,97
rape,20
stupid,427
