words,ocurrences
panic,322
fear,1618
sad,1036
mental,1210
mind,984
sorry,936
shame,715
hate,846
hell,862
bad,2113
feel,1969
feeling,771
shit,2273
worst,1498
worse,1398
blame,1577
lonely,51
chaos,370
mad,304
ruined,112
anxiety,457
stress,682
stressed,88
phobia,5
shame,715
hurt,323
disorder,68
loneliness,91
turmoil,91
anger,196
horror,79
rage,73
fate,79
nervous,91
restless,21
depression,388
grief,143
worry,772
worried,943
angst,6
depressed,54
suicide,167
suffer,434
suffering,692
uncertainty,343
uneasy,16
sadness,52
afraid,424
alone,757
suicidal,15
mood,80
tension,70
anxious,125
desperate,218
dismal,27
exhausted,59
insecure,38
distress,165
distressed,36
frustration,80
disgusting,353
boredom,27
bored,123
insane,228
stupidity,227
bullshit,655
uncertain,210
displeased,1
uncomfortable,81
melancholy,0
overwhelmed,188
pessimistic,19
unhappy,18
upset,126
outrage,200
ass,723
damn,869
covidiot,38
terrify,2
terrified,73
terrifying,90
distrust,19
scare,205
scared,403
scaring,47
dread,17
failed,1171
failed,1171
failure,749
fuck,2458
fucking,1841
miserable,49
regret,174
shock,276
shocked,155
negligence,152
betrayed,19
cry,125
crying,126
idiot,453
idiots,404
selfish,177
upheaval,37
mess,323
crisis,8819
horrible,245
violence,1222
abuse,379
rape,158
stupid,1041
