words,ocurrences
panic,207
fear,516
sad,625
mental,761
mind,428
sorry,470
shame,322
hate,479
hell,494
bad,1158
feel,1110
feeling,401
shit,1095
worst,1010
worse,931
blame,351
lonely,26
chaos,313
mad,142
ruined,71
anxiety,236
stress,309
stressed,68
phobia,6
shame,322
hurt,101
disorder,80
loneliness,41
turmoil,51
anger,64
horror,273
rage,46
fate,26
nervous,52
restless,4
depression,127
grief,72
worry,345
worried,339
angst,2
depressed,30
suicide,80
suffer,163
suffering,326
uncertainty,151
uneasy,4
sadness,63
afraid,141
alone,485
suicidal,12
mood,63
tension,20
anxious,74
desperate,108
dismal,7
exhausted,74
insecure,8
distress,34
distressed,7
frustration,52
disgusting,197
boredom,14
bored,36
insane,203
stupidity,149
bullshit,184
uncertain,62
displeased,0
uncomfortable,52
melancholy,0
overwhelmed,351
pessimistic,9
unhappy,15
upset,70
outrage,36
ass,264
damn,535
covidiot,61
terrify,1
terrified,34
terrifying,73
distrust,23
scare,81
scared,201
scaring,10
dread,7
failed,565
failed,565
failure,513
fuck,1198
fucking,1012
miserable,15
regret,34
shock,126
shocked,148
negligence,82
betrayed,18
cry,79
crying,68
idiot,202
idiots,285
selfish,154
upheaval,16
mess,219
crisis,1646
horrible,144
violence,830
abuse,131
rape,14
stupid,526
