words,ocurrences
panic,383
fear,1180
sad,1613
mental,1306
mind,813
sorry,945
shame,758
hate,899
hell,1093
bad,2451
feel,1855
feeling,589
shit,2264
worst,1253
worse,1708
blame,761
lonely,77
chaos,168
mad,314
ruined,86
anxiety,383
stress,508
stressed,135
phobia,7
shame,758
hurt,259
disorder,99
loneliness,158
turmoil,35
anger,118
horror,136
rage,103
fate,66
nervous,60
restless,7
depression,271
grief,127
worry,552
worried,788
angst,9
depressed,89
suicide,202
suffer,384
suffering,701
uncertainty,224
uneasy,9
sadness,38
afraid,434
alone,879
suicidal,35
mood,72
tension,35
anxious,76
desperate,169
dismal,16
exhausted,132
insecure,31
distress,80
distressed,21
frustration,63
disgusting,404
boredom,9
bored,48
insane,320
stupidity,385
bullshit,559
uncertain,88
displeased,2
uncomfortable,50
melancholy,0
overwhelmed,432
pessimistic,164
unhappy,35
upset,137
outrage,69
ass,1139
damn,1427
covidiot,121
terrify,46
terrified,63
terrifying,158
distrust,33
scare,182
scared,302
scaring,31
dread,16
failed,1179
failed,1179
failure,1025
fuck,2099
fucking,1926
miserable,51
regret,74
shock,128
shocked,382
negligence,239
betrayed,21
cry,227
crying,219
idiot,697
idiots,489
selfish,488
upheaval,16
mess,341
crisis,3337
horrible,333
violence,408
abuse,225
rape,38
stupid,1524
