words,ocurrences
panic,110
fear,726
sad,347
mental,464
mind,286
sorry,271
shame,252
hate,211
hell,259
bad,726
feel,598
feeling,186
shit,475
worst,675
worse,478
blame,255
lonely,13
chaos,43
mad,64
ruined,21
anxiety,125
stress,164
stressed,42
phobia,5
shame,252
hurt,67
disorder,63
loneliness,36
turmoil,1
anger,46
horror,19
rage,13
fate,24
nervous,15
restless,154
depression,108
grief,56
worry,207
worried,269
angst,4
depressed,23
suicide,192
suffer,152
suffering,260
uncertainty,59
uneasy,4
sadness,11
afraid,152
alone,291
suicidal,15
mood,34
tension,17
anxious,82
desperate,65
dismal,3
exhausted,25
insecure,8
distress,19
distressed,4
frustration,12
disgusting,75
boredom,7
bored,17
insane,63
stupidity,101
bullshit,161
uncertain,42
displeased,1
uncomfortable,19
melancholy,0
overwhelmed,67
pessimistic,14
unhappy,13
upset,57
outrage,32
ass,133
damn,198
covidiot,35
terrify,6
terrified,28
terrifying,37
distrust,7
scare,81
scared,124
scaring,8
dread,9
failed,292
failed,292
failure,363
fuck,370
fucking,337
miserable,43
regret,28
shock,36
shocked,58
negligence,72
betrayed,3
cry,54
crying,35
idiot,140
idiots,154
selfish,99
upheaval,2
mess,93
crisis,842
horrible,76
violence,183
abuse,81
rape,10
stupid,314
