words,ocurrences
panic,50
fear,459
sad,397
mental,322
mind,253
sorry,254
shame,175
hate,181
hell,268
bad,614
feel,494
feeling,171
shit,368
worst,306
worse,412
blame,219
lonely,17
chaos,45
mad,51
ruined,28
anxiety,116
stress,116
stressed,33
phobia,5
shame,175
hurt,62
disorder,18
loneliness,10
turmoil,14
anger,27
horror,27
rage,24
fate,12
nervous,18
restless,2
depression,43
grief,39
worry,161
worried,123
angst,2
depressed,9
suicide,70
suffer,115
suffering,153
uncertainty,68
uneasy,2
sadness,7
afraid,95
alone,264
suicidal,9
mood,17
tension,18
anxious,29
desperate,60
dismal,7
exhausted,29
insecure,3
distress,29
distressed,0
frustration,15
disgusting,105
boredom,0
bored,6
insane,94
stupidity,178
bullshit,143
uncertain,28
displeased,0
uncomfortable,20
melancholy,1
overwhelmed,91
pessimistic,4
unhappy,12
upset,26
outrage,33
ass,135
damn,242
covidiot,26
terrify,4
terrified,23
terrifying,23
distrust,17
scare,46
scared,84
scaring,10
dread,1
failed,215
failed,215
failure,184
fuck,341
fucking,341
miserable,14
regret,24
shock,39
shocked,40
negligence,37
betrayed,5
cry,49
crying,70
idiot,132
idiots,228
selfish,116
upheaval,7
mess,79
crisis,825
horrible,94
violence,142
abuse,114
rape,70
stupid,445
