words,ocurrences
panic,483
fear,1825
sad,1434
mental,1807
mind,1086
sorry,1212
shame,763
hate,1145
hell,1347
bad,2804
feel,2361
feeling,747
shit,2904
worst,1720
worse,1818
blame,1519
lonely,56
chaos,488
mad,445
ruined,123
anxiety,608
stress,792
stressed,184
phobia,6
shame,763
hurt,347
disorder,72
loneliness,83
turmoil,134
anger,259
horror,212
rage,182
fate,73
nervous,73
restless,12
depression,423
grief,243
worry,644
worried,921
angst,8
depressed,65
suicide,269
suffer,348
suffering,900
uncertainty,413
uneasy,15
sadness,72
afraid,466
alone,984
suicidal,18
mood,145
tension,92
anxious,158
desperate,229
dismal,30
exhausted,112
insecure,56
distress,147
distressed,39
frustration,86
disgusting,537
boredom,37
bored,166
insane,350
stupidity,307
bullshit,580
uncertain,269
displeased,4
uncomfortable,95
melancholy,3
overwhelmed,190
pessimistic,7
unhappy,23
upset,204
outrage,184
ass,910
damn,1055
covidiot,70
terrify,6
terrified,86
terrifying,143
distrust,30
scare,203
scared,575
scaring,33
dread,13
failed,1467
failed,1467
failure,1084
fuck,3208
fucking,2461
miserable,58
regret,198
shock,298
shocked,268
negligence,206
betrayed,56
cry,235
crying,192
idiot,671
idiots,362
selfish,199
upheaval,29
mess,420
crisis,9743
horrible,347
violence,1529
abuse,567
rape,49
stupid,1264
