words,ocurrences
panic,282
fear,1240
sad,793
mental,1068
mind,775
sorry,665
shame,512
hate,763
hell,820
bad,1620
feel,1473
feeling,440
shit,1507
worst,1189
worse,1266
blame,754
lonely,52
chaos,232
mad,209
ruined,108
anxiety,454
stress,365
stressed,90
phobia,5
shame,512
hurt,196
disorder,48
loneliness,188
turmoil,42
anger,85
horror,63
rage,44
fate,53
nervous,155
restless,3
depression,1051
grief,80
worry,488
worried,480
angst,6
depressed,63
suicide,372
suffer,382
suffering,621
uncertainty,179
uneasy,9
sadness,53
afraid,292
alone,670
suicidal,23
mood,56
tension,51
anxious,89
desperate,225
dismal,8
exhausted,43
insecure,186
distress,61
distressed,17
frustration,43
disgusting,359
boredom,21
bored,122
insane,212
stupidity,195
bullshit,346
uncertain,104
displeased,2
uncomfortable,77
melancholy,3
overwhelmed,124
pessimistic,8
unhappy,13
upset,79
outrage,67
ass,461
damn,677
covidiot,48
terrify,3
terrified,58
terrifying,103
distrust,15
scare,309
scared,411
scaring,28
dread,34
failed,772
failed,772
failure,1490
fuck,1424
fucking,1228
miserable,31
regret,107
shock,163
shocked,156
negligence,159
betrayed,15
cry,125
crying,111
idiot,442
idiots,414
selfish,310
upheaval,20
mess,241
crisis,4430
horrible,247
violence,466
abuse,216
rape,76
stupid,911
