words,ocurrences
panic,132
fear,601
sad,564
mental,884
mind,491
sorry,528
shame,358
hate,567
hell,443
bad,1235
feel,1175
feeling,450
shit,945
worst,1077
worse,1283
blame,549
lonely,36
chaos,159
mad,147
ruined,52
anxiety,310
stress,383
stressed,81
phobia,16
shame,358
hurt,165
disorder,46
loneliness,50
turmoil,31
anger,57
horror,74
rage,45
fate,27
nervous,41
restless,2
depression,290
grief,94
worry,335
worried,390
angst,4
depressed,23
suicide,134
suffer,205
suffering,428
uncertainty,184
uneasy,7
sadness,33
afraid,181
alone,504
suicidal,16
mood,54
tension,11
anxious,59
desperate,111
dismal,27
exhausted,67
insecure,20
distress,85
distressed,6
frustration,65
disgusting,193
boredom,14
bored,32
insane,163
stupidity,355
bullshit,236
uncertain,80
displeased,0
uncomfortable,34
melancholy,0
overwhelmed,226
pessimistic,7
unhappy,9
upset,70
outrage,40
ass,241
damn,479
covidiot,48
terrify,3
terrified,31
terrifying,69
distrust,22
scare,140
scared,175
scaring,16
dread,17
failed,794
failed,794
failure,568
fuck,910
fucking,847
miserable,29
regret,50
shock,103
shocked,130
negligence,92
betrayed,11
cry,108
crying,83
idiot,189
idiots,177
selfish,136
upheaval,12
mess,240
crisis,2026
horrible,140
violence,449
abuse,161
rape,19
stupid,489
