words,ocurrences
panic,49
fear,432
sad,453
mental,343
mind,270
sorry,293
shame,197
hate,228
hell,300
bad,734
feel,564
feeling,164
shit,538
worst,416
worse,487
blame,254
lonely,5
chaos,41
mad,94
ruined,24
anxiety,130
stress,133
stressed,32
phobia,2
shame,197
hurt,98
disorder,27
loneliness,18
turmoil,6
anger,42
horror,38
rage,30
fate,12
nervous,20
restless,0
depression,59
grief,49
worry,138
worried,139
angst,1
depressed,12
suicide,73
suffer,218
suffering,193
uncertainty,68
uneasy,1
sadness,10
afraid,122
alone,266
suicidal,8
mood,14
tension,15
anxious,10
desperate,44
dismal,4
exhausted,33
insecure,4
distress,26
distressed,0
frustration,19
disgusting,115
boredom,2
bored,17
insane,119
stupidity,152
bullshit,187
uncertain,26
displeased,0
uncomfortable,12
melancholy,0
overwhelmed,148
pessimistic,3
unhappy,6
upset,44
outrage,41
ass,221
damn,329
covidiot,54
terrify,4
terrified,12
terrifying,46
distrust,20
scare,169
scared,97
scaring,15
dread,7
failed,276
failed,276
failure,202
fuck,440
fucking,472
miserable,17
regret,41
shock,37
shocked,66
negligence,62
betrayed,6
cry,63
crying,104
idiot,163
idiots,219
selfish,117
upheaval,6
mess,116
crisis,898
horrible,98
violence,93
abuse,113
rape,23
stupid,524
