words,ocurrences
panic,396
fear,1326
sad,1267
mental,1253
mind,1019
sorry,1145
shame,856
hate,1189
hell,1062
bad,2828
feel,2050
feeling,658
shit,2365
worst,1919
worse,1842
blame,1442
lonely,35
chaos,247
mad,374
ruined,125
anxiety,489
stress,581
stressed,83
phobia,9
shame,856
hurt,458
disorder,118
loneliness,108
turmoil,34
anger,105
horror,193
rage,60
fate,60
nervous,91
restless,4
depression,296
grief,130
worry,768
worried,766
angst,3
depressed,51
suicide,218
suffer,354
suffering,605
uncertainty,320
uneasy,22
sadness,41
afraid,453
alone,850
suicidal,31
mood,86
tension,31
anxious,131
desperate,302
dismal,19
exhausted,79
insecure,36
distress,97
distressed,15
frustration,62
disgusting,429
boredom,18
bored,150
insane,402
stupidity,558
bullshit,447
uncertain,221
displeased,1
uncomfortable,95
melancholy,0
overwhelmed,280
pessimistic,18
unhappy,25
upset,138
outrage,155
ass,975
damn,1401
covidiot,285
terrify,2
terrified,114
terrifying,179
distrust,24
scare,178
scared,396
scaring,29
dread,17
failed,1372
failed,1372
failure,1203
fuck,2276
fucking,2185
miserable,51
regret,150
shock,207
shocked,266
negligence,310
betrayed,22
cry,162
crying,128
idiot,1102
idiots,632
selfish,497
upheaval,22
mess,387
crisis,6278
horrible,352
violence,526
abuse,260
rape,84
stupid,2042
