words,ocurrences
panic,428
fear,1647
sad,1928
mental,1808
mind,1053
sorry,1292
shame,954
hate,879
hell,1000
bad,3202
feel,2548
feeling,717
shit,1963
worst,1984
worse,1982
blame,1209
lonely,69
chaos,310
mad,368
ruined,150
anxiety,745
stress,747
stressed,134
phobia,8
shame,954
hurt,460
disorder,72
loneliness,88
turmoil,71
anger,291
horror,113
rage,166
fate,102
nervous,106
restless,10
depression,526
grief,310
worry,719
worried,821
angst,5
depressed,69
suicide,349
suffer,417
suffering,850
uncertainty,390
uneasy,28
sadness,79
afraid,494
alone,1226
suicidal,16
mood,150
tension,85
anxious,165
desperate,353
dismal,21
exhausted,73
insecure,45
distress,151
distressed,37
frustration,93
disgusting,673
boredom,45
bored,133
insane,263
stupidity,282
bullshit,507
uncertain,257
displeased,4
uncomfortable,100
melancholy,0
overwhelmed,207
pessimistic,21
unhappy,23
upset,226
outrage,185
ass,673
damn,820
covidiot,146
terrify,3
terrified,97
terrifying,90
distrust,39
scare,282
scared,454
scaring,21
dread,16
failed,1526
failed,1526
failure,1188
fuck,1708
fucking,1541
miserable,68
regret,260
shock,273
shocked,278
negligence,280
betrayed,81
cry,207
crying,216
idiot,552
idiots,345
selfish,274
upheaval,29
mess,346
crisis,10733
horrible,380
violence,847
abuse,534
rape,81
stupid,1161
