words,ocurrences
panic,552
fear,1092
sad,1257
mental,1157
mind,868
sorry,856
shame,835
hate,866
hell,907
bad,2526
feel,1664
feeling,539
shit,1639
worst,1150
worse,1549
blame,1155
lonely,43
chaos,489
mad,214
ruined,125
anxiety,411
stress,474
stressed,85
phobia,5
shame,835
hurt,249
disorder,84
loneliness,56
turmoil,102
anger,74
horror,99
rage,128
fate,59
nervous,45
restless,6
depression,408
grief,254
worry,608
worried,1115
angst,1
depressed,75
suicide,259
suffer,386
suffering,664
uncertainty,271
uneasy,5
sadness,44
afraid,317
alone,918
suicidal,15
mood,73
tension,19
anxious,88
desperate,186
dismal,16
exhausted,64
insecure,17
distress,78
distressed,25
frustration,42
disgusting,699
boredom,19
bored,70
insane,498
stupidity,289
bullshit,445
uncertain,150
displeased,1
uncomfortable,45
melancholy,1
overwhelmed,173
pessimistic,15
unhappy,18
upset,104
outrage,115
ass,630
damn,712
covidiot,72
terrify,3
terrified,77
terrifying,103
distrust,31
scare,190
scared,267
scaring,28
dread,12
failed,1339
failed,1339
failure,1564
fuck,1711
fucking,1546
miserable,48
regret,60
shock,197
shocked,175
negligence,274
betrayed,14
cry,183
crying,117
idiot,690
idiots,404
selfish,271
upheaval,29
mess,272
crisis,4134
horrible,404
violence,736
abuse,333
rape,57
stupid,1148
