words,ocurrences
panic,463
fear,2089
sad,1452
mental,1331
mind,1261
sorry,1244
shame,796
hate,1453
hell,1506
bad,3558
feel,2513
feeling,736
shit,2751
worst,1995
worse,2358
blame,1370
lonely,49
chaos,308
mad,393
ruined,146
anxiety,516
stress,746
stressed,110
phobia,10
shame,796
hurt,515
disorder,85
loneliness,95
turmoil,35
anger,184
horror,143
rage,116
fate,88
nervous,121
restless,7
depression,386
grief,159
worry,772
worried,975
angst,8
depressed,62
suicide,183
suffer,532
suffering,967
uncertainty,395
uneasy,16
sadness,39
afraid,525
alone,1108
suicidal,29
mood,91
tension,58
anxious,121
desperate,286
dismal,21
exhausted,100
insecure,38
distress,109
distressed,11
frustration,63
disgusting,454
boredom,23
bored,91
insane,645
stupidity,586
bullshit,767
uncertain,226
displeased,2
uncomfortable,94
melancholy,1
overwhelmed,242
pessimistic,11
unhappy,19
upset,266
outrage,245
ass,1280
damn,1625
covidiot,329
terrify,17
terrified,133
terrifying,418
distrust,29
scare,295
scared,469
scaring,27
dread,23
failed,1827
failed,1827
failure,1219
fuck,2443
fucking,2565
miserable,64
regret,146
shock,201
shocked,263
negligence,270
betrayed,18
cry,161
crying,176
idiot,1250
idiots,661
selfish,533
upheaval,33
mess,464
crisis,7448
horrible,428
violence,639
abuse,379
rape,63
stupid,2293
