words,ocurrences
panic,179
fear,717
sad,281
mental,232
mind,288
sorry,310
shame,143
hate,241
hell,276
bad,690
feel,616
feeling,211
shit,557
worst,314
worse,456
blame,374
lonely,13
chaos,74
mad,81
ruined,44
anxiety,92
stress,116
stressed,21
phobia,2
shame,143
hurt,78
disorder,21
loneliness,5
turmoil,6
anger,62
horror,29
rage,26
fate,28
nervous,38
restless,0
depression,31
grief,29
worry,227
worried,163
angst,5
depressed,12
suicide,70
suffer,101
suffering,184
uncertainty,69
uneasy,7
sadness,5
afraid,124
alone,225
suicidal,4
mood,19
tension,2
anxious,74
desperate,54
dismal,4
exhausted,30
insecure,4
distress,21
distressed,1
frustration,24
disgusting,98
boredom,13
bored,6
insane,93
stupidity,112
bullshit,159
uncertain,24
displeased,2
uncomfortable,7
melancholy,0
overwhelmed,109
pessimistic,8
unhappy,4
upset,36
outrage,18
ass,159
damn,274
covidiot,76
terrify,2
terrified,38
terrifying,26
distrust,10
scare,136
scared,124
scaring,12
dread,7
failed,281
failed,281
failure,196
fuck,468
fucking,346
miserable,24
regret,24
shock,89
shocked,53
negligence,43
betrayed,5
cry,43
crying,33
idiot,149
idiots,151
selfish,126
upheaval,2
mess,105
crisis,465
horrible,93
violence,61
abuse,52
rape,9
stupid,409
