words,ocurrences
panic,106
fear,451
sad,475
mental,376
mind,316
sorry,351
shame,240
hate,264
hell,525
bad,862
feel,642
feeling,262
shit,760
worst,436
worse,1110
blame,387
lonely,5
chaos,56
mad,86
ruined,24
anxiety,161
stress,165
stressed,35
phobia,3
shame,240
hurt,92
disorder,21
loneliness,22
turmoil,9
anger,43
horror,43
rage,23
fate,21
nervous,41
restless,0
depression,94
grief,59
worry,263
worried,215
angst,1
depressed,15
suicide,85
suffer,116
suffering,295
uncertainty,81
uneasy,1
sadness,8
afraid,117
alone,308
suicidal,15
mood,27
tension,7
anxious,39
desperate,64
dismal,2
exhausted,43
insecure,5
distress,40
distressed,3
frustration,35
disgusting,191
boredom,1
bored,9
insane,229
stupidity,154
bullshit,164
uncertain,25
displeased,0
uncomfortable,9
melancholy,0
overwhelmed,158
pessimistic,3
unhappy,14
upset,71
outrage,71
ass,221
damn,331
covidiot,32
terrify,5
terrified,20
terrifying,63
distrust,23
scare,73
scared,105
scaring,9
dread,4
failed,291
failed,291
failure,254
fuck,675
fucking,672
miserable,14
regret,33
shock,45
shocked,75
negligence,83
betrayed,8
cry,133
crying,45
idiot,238
idiots,226
selfish,138
upheaval,5
mess,118
crisis,1623
horrible,119
violence,76
abuse,92
rape,9
stupid,532
