words,ocurrences
panic,38
fear,175
sad,125
mental,225
mind,149
sorry,151
shame,53
hate,107
hell,134
bad,344
feel,247
feeling,91
shit,176
worst,157
worse,299
blame,113
lonely,1
chaos,15
mad,23
ruined,7
anxiety,57
stress,60
stressed,20
phobia,1
shame,53
hurt,53
disorder,24
loneliness,13
turmoil,4
anger,16
horror,13
rage,11
fate,30
nervous,14
restless,0
depression,49
grief,31
worry,199
worried,79
angst,2
depressed,4
suicide,43
suffer,60
suffering,117
uncertainty,25
uneasy,0
sadness,3
afraid,77
alone,144
suicidal,1
mood,22
tension,3
anxious,9
desperate,36
dismal,9
exhausted,16
insecure,0
distress,13
distressed,2
frustration,22
disgusting,57
boredom,3
bored,10
insane,59
stupidity,32
bullshit,67
uncertain,15
displeased,0
uncomfortable,11
melancholy,1
overwhelmed,33
pessimistic,0
unhappy,2
upset,11
outrage,12
ass,68
damn,118
covidiot,31
terrify,0
terrified,19
terrifying,13
distrust,4
scare,32
scared,39
scaring,4
dread,0
failed,133
failed,133
failure,93
fuck,192
fucking,133
miserable,8
regret,17
shock,18
shocked,32
negligence,17
betrayed,6
cry,23
crying,19
idiot,43
idiots,60
selfish,41
upheaval,2
mess,34
crisis,366
horrible,31
violence,71
abuse,59
rape,14
stupid,174
