words,ocurrences
panic,108
fear,553
sad,511
mental,890
mind,367
sorry,372
shame,253
hate,372
hell,317
bad,791
feel,821
feeling,279
shit,598
worst,587
worse,510
blame,425
lonely,12
chaos,78
mad,114
ruined,43
anxiety,441
stress,244
stressed,51
phobia,6
shame,253
hurt,101
disorder,84
loneliness,67
turmoil,13
anger,77
horror,37
rage,26
fate,46
nervous,98
restless,1
depression,105
grief,71
worry,330
worried,241
angst,5
depressed,36
suicide,77
suffer,176
suffering,349
uncertainty,131
uneasy,3
sadness,25
afraid,147
alone,829
suicidal,8
mood,49
tension,8
anxious,59
desperate,80
dismal,17
exhausted,40
insecure,23
distress,40
distressed,12
frustration,47
disgusting,178
boredom,15
bored,26
insane,92
stupidity,82
bullshit,267
uncertain,50
displeased,0
uncomfortable,28
melancholy,0
overwhelmed,70
pessimistic,5
unhappy,11
upset,46
outrage,41
ass,206
damn,263
covidiot,33
terrify,4
terrified,28
terrifying,49
distrust,29
scare,82
scared,130
scaring,5
dread,7
failed,448
failed,448
failure,551
fuck,459
fucking,444
miserable,14
regret,65
shock,81
shocked,88
negligence,75
betrayed,10
cry,78
crying,52
idiot,171
idiots,140
selfish,86
upheaval,17
mess,119
crisis,1876
horrible,132
violence,246
abuse,176
rape,30
stupid,440
