words,ocurrences
panic,298
fear,1177
sad,675
mental,574
mind,545
sorry,729
shame,504
hate,662
hell,767
bad,1376
feel,1295
feeling,428
shit,1686
worst,1041
worse,1168
blame,653
lonely,65
chaos,432
mad,231
ruined,196
anxiety,228
stress,351
stressed,66
phobia,5
shame,504
hurt,219
disorder,33
loneliness,95
turmoil,42
anger,122
horror,66
rage,71
fate,45
nervous,47
restless,2
depression,128
grief,162
worry,465
worried,580
angst,11
depressed,32
suicide,140
suffer,266
suffering,589
uncertainty,192
uneasy,4
sadness,44
afraid,199
alone,659
suicidal,16
mood,59
tension,21
anxious,88
desperate,118
dismal,7
exhausted,80
insecure,33
distress,59
distressed,9
frustration,38
disgusting,291
boredom,17
bored,43
insane,443
stupidity,208
bullshit,442
uncertain,81
displeased,0
uncomfortable,33
melancholy,1
overwhelmed,244
pessimistic,8
unhappy,24
upset,122
outrage,72
ass,656
damn,813
covidiot,78
terrify,6
terrified,55
terrifying,79
distrust,91
scare,159
scared,239
scaring,18
dread,17
failed,578
failed,578
failure,463
fuck,1710
fucking,1194
miserable,45
regret,46
shock,78
shocked,101
negligence,111
betrayed,16
cry,101
crying,120
idiot,417
idiots,351
selfish,393
upheaval,17
mess,323
crisis,2128
horrible,230
violence,185
abuse,146
rape,19
stupid,921
