word,count
the,204805
to,136027
of,101752
covid,94717
and,86637
in,85206
19,83389
for,60072
is,58346
covid19,51441
coronavirus,46619
this,40996
it,39075
you,38251
on,37414
that,34188
are,32125
with,31718
new,26215
we,26103
be,25502
from,25238
have,24892
vaccine,23711
not,22517
as,22494
at,20756
has,20117
more,19674
people,19455
will,18570
by,18004
all,17414
they,17016
amp,16623
cases,15275
your,14894
our,14318
about,14244
but,14116
can,14111
who,13876
what,13854
pandemic,13688
he,13298
trump,13258
was,12977
so,12714
how,12586
get,12365
health,12216
no,12207
if,12145
us,11943
now,11839
or,11397
out,11011
my,10671
been,10649
bill,10468
just,10370
relief,10196
an,10132
do,10071
uk,9856
christmas,9670
their,9663
up,9523
one,9520
year,8986
after,8600
deaths,8581
via,8551
here,8549
there,8423
like,8264
news,8048
over,7854
than,7832
2020,7762
first,7598
when,7315
virus,7058
time,7016
don,6934
his,6864
why,6693
help,6689
need,6658
should,6612
during,6474
day,6206
vaccines,6202
government,6195
000,6153
know,6078
variant,5868
would,5848
me,5786
re,5692
strain,5613
some,5572
had,5537
today,5532
only,5495
many,5395
were,5354
please,5254
other,5249
these,5222
world,5189
spread,5176
them,5171
because,5141
its,5094
see,5079
says,5073
care,5066
still,5032
positive,5025
even,4895
could,4882
into,4852
home,4772
take,4753
being,4740
test,4672
million,4614
against,4598
she,4574
go,4553
due,4538
good,4504
work,4501
said,4464
going,4432
congress,4379
last,4375
may,4373
workers,4346
americans,4314
make,4224
stimulus,4212
back,4208
state,4159
restrictions,4126
which,4089
those,4088
country,4079
another,4057
want,4008
president,3997
before,3968
testing,3956
let,3945
read,3864
south,3858
days,3858
pfizer,3856
lockdown,3850
any,3808
also,3798
most,3795
think,3788
safe,3784
ve,3775
well,3768
two,3702
her,3674
did,3667
down,3595
mask,3587
way,3536
right,3535
say,3511
very,3503
travel,3496
public,3484
stay,3443
stop,3428
getting,3420
live,3418
realdonaldtrump,3389
hospital,3377
county,3320
death,3319
does,3319
support,3305
latest,3297
keep,3277
family,3268
since,3249
december,3224
doses,3217
months,3206
week,3204
then,3198
every,3182
really,3174
patients,3173
give,3171
2021,3171
got,3163
much,3162
second,3151
update,3071
package,3064
next,3064
money,3036
while,3029
where,3003
vaccination,2981
23,2980
again,2953
number,2934
him,2921
end,2913
10,2906
data,2899
too,2897
holiday,2891
tests,2870
dr,2855
great,2827
everyone,2809
died,2793
american,2756
moderna,2756
off,2731
africa,2723
canada,2720
tested,2711
under,2705
through,2699
12,2687
wednesday,2682
risk,2670
look,2668
countries,2648
thank,2635
100,2619
total,2608
daily,2606
check,2589
must,2587
long,2541
use,2532
reported,2516
business,2501
am,2459
rate,2446
never,2445
high,2439
life,2431
hope,2424
masks,2411
found,2401
free,2392
season,2388
india,2377
response,2373
come,2349
case,2347
around,2318
medical,2309
doing,2300
reports,2263
doesn,2260
china,2244
already,2241
made,2225
better,2214
yet,2209
social,2200
tier,2196
dec,2187
healthcare,2168
years,2167
report,2161
nothing,2151
lives,2151
ll,2150
same,2139
man,2139
crisis,2128
done,2127
best,2096
sign,2084
community,2083
deal,2076
times,2074
businesses,2072
top,2062
part,2060
gop,2056
call,2046
didn,2041
staff,2040
america,2039
without,2020
information,2012
until,2010
breaking,1985
far,1984
impact,1974
across,1973
rules,1971
find,1967
enough,1945
face,1926
holidays,1926
start,1924
own,1918
thanks,1903
global,1902
working,1895
per,1895
watch,1885
real,1883
corona,1881
california,1875
families,1875
local,1867
won,1865
hospitals,1864
die,1858
additional,1851
others,1848
control,1844
person,1842
put,1841
available,1837
thing,1824
billion,1823
amid,1821
20,1819
checks,1810
aid,1807
open,1800
numbers,1792
important,1782
love,1779
ever,1778
house,1776
lost,1775
states,1772
24,1765
god,1765
children,1760
video,1750
line,1746
republicans,1745
team,1739
outbreak,1735
schools,1732
black,1731
disease,1730
both,1728
research,1724
full,1719
least,1718
protect,1715
sure,1715
updates,1715
fuck,1710
receive,1708
post,1702
school,1700
big,1692
city,1690
shit,1686
weeks,1682
study,1672
millions,1671
symptoms,1667
coming,1666
anyone,1665
wear,1661
story,1656
officials,1655
wants,1654
isn,1654
continue,1650
away,1645
wave,1643
600,1642
follow,1640
quarantine,1624
media,1615
hours,1614
month,1609
oh,1609
trying,1604
biden,1602
show,1587
vaccinated,1586
needs,1581
learn,1580
minister,1571
cdc,1564
united,1555
hard,1553
science,1551
safety,1550
despite,1547
surge,1546
close,1546
gov,1541
hit,1539
infections,1534
confirmed,1534
old,1533
things,1531
fight,1530
plan,1528
might,1526
someone,1520
doctor,1517
believe,1516
yes,1514
record,1509
france,1509
spreading,1500
change,1493
small,1492
january,1491
system,1489
received,1489
govt,1486
including,1476
taking,1474
flu,1472
friends,1467
supply,1462
always,1461
negative,1454
tell,1450
related,1446
between,1445
food,1442
early,1439
recovery,1436
making,1436
likely,1435
increase,1428
usa,1427
job,1424
less,1419
national,1416
spending,1413
england,1410
britain,1402
gt,1402
residents,1401
lot,1400
few,1400
infection,1397
game,1395
such,1390
sick,1386
something,1386
saying,1383
having,1381
economy,1380
bad,1376
vaccinations,1370
wait,1367
called,1367
actually,1362
makes,1362
biontech,1359
measures,1357
pay,1352
share,1352
article,1349
emergency,1344
place,1340
wearing,1339
passed,1333
march,1327
brexit,1317
happy,1310
22,1305
members,1299
contact,1298
feel,1295
further,1295
treatment,1286
mcconnell,1278
youtube,1277
act,1275
everything,1271
visit,1269
experts,1268
together,1262
night,1258
little,1254
tax,1250
remember,1248
gets,1247
harden,1245
mean,1231
changes,1229
market,1224
