words,ocurrences
panic,376
fear,1526
sad,1169
mental,807
mind,879
sorry,936
shame,775
hate,997
hell,1126
bad,2636
feel,1942
feeling,680
shit,2166
worst,1562
worse,1682
blame,1087
lonely,32
chaos,256
mad,298
ruined,121
anxiety,411
stress,428
stressed,114
phobia,2
shame,775
hurt,243
disorder,81
loneliness,50
turmoil,42
anger,76
horror,174
rage,74
fate,124
nervous,74
restless,9
depression,377
grief,117
worry,634
worried,634
angst,10
depressed,61
suicide,138
suffer,382
suffering,591
uncertainty,169
uneasy,11
sadness,40
afraid,411
alone,870
suicidal,80
mood,61
tension,53
anxious,97
desperate,240
dismal,17
exhausted,60
insecure,31
distress,70
distressed,15
frustration,35
disgusting,374
boredom,28
bored,102
insane,260
stupidity,511
bullshit,480
uncertain,106
displeased,1
uncomfortable,79
melancholy,4
overwhelmed,160
pessimistic,17
unhappy,26
upset,146
outrage,257
ass,1033
damn,1284
covidiot,273
terrify,8
terrified,110
terrifying,173
distrust,12
scare,196
scared,568
scaring,24
dread,16
failed,1337
failed,1337
failure,1209
fuck,1879
fucking,1944
miserable,52
regret,112
shock,184
shocked,222
negligence,238
betrayed,99
cry,174
crying,130
idiot,800
idiots,749
selfish,656
upheaval,17
mess,346
crisis,4084
horrible,336
violence,413
abuse,325
rape,66
stupid,1930
