words,ocurrences
panic,99
fear,520
sad,213
mental,556
mind,702
sorry,279
shame,238
hate,195
hell,209
bad,504
feel,417
feeling,157
shit,446
worst,329
worse,515
blame,296
lonely,12
chaos,67
mad,64
ruined,40
anxiety,144
stress,199
stressed,46
phobia,5
shame,238
hurt,88
disorder,23
loneliness,24
turmoil,7
anger,77
horror,19
rage,23
fate,27
nervous,11
restless,0
depression,76
grief,36
worry,158
worried,218
angst,4
depressed,10
suicide,57
suffer,136
suffering,281
uncertainty,86
uneasy,2
sadness,10
afraid,133
alone,218
suicidal,21
mood,26
tension,6
anxious,33
desperate,62
dismal,4
exhausted,27
insecure,9
distress,28
distressed,9
frustration,15
disgusting,74
boredom,3
bored,21
insane,63
stupidity,78
bullshit,142
uncertain,31
displeased,0
uncomfortable,7
melancholy,0
overwhelmed,61
pessimistic,0
unhappy,8
upset,47
outrage,31
ass,168
damn,196
covidiot,18
terrify,0
terrified,11
terrifying,24
distrust,7
scare,82
scared,109
scaring,7
dread,7
failed,282
failed,282
failure,264
fuck,335
fucking,271
miserable,35
regret,36
shock,65
shocked,67
negligence,61
betrayed,8
cry,31
crying,21
idiot,218
idiots,135
selfish,80
upheaval,2
mess,80
crisis,1044
horrible,68
violence,194
abuse,91
rape,9
stupid,333
