words,ocurrences
panic,2306
fear,1081
sad,222
mental,69
mind,282
sorry,253
shame,107
hate,212
hell,254
bad,853
feel,645
feeling,209
shit,910
worst,330
worse,622
blame,342
lonely,4
chaos,199
mad,146
ruined,32
anxiety,203
stress,90
stressed,38
phobia,9
shame,107
hurt,162
disorder,7
loneliness,4
turmoil,8
anger,37
horror,41
rage,22
fate,28
nervous,79
restless,0
depression,30
grief,13
worry,471
worried,856
angst,8
depressed,10
suicide,28
suffer,127
suffering,128
uncertainty,125
uneasy,2
sadness,4
afraid,303
alone,157
suicidal,2
mood,28
tension,7
anxious,38
desperate,41
dismal,5
exhausted,8
insecure,6
distress,11
distressed,2
frustration,16
disgusting,91
boredom,5
bored,40
insane,82
stupidity,105
bullshit,110
uncertain,30
displeased,0
uncomfortable,15
melancholy,0
overwhelmed,55
pessimistic,4
unhappy,7
upset,46
outrage,31
ass,334
damn,398
covidiot,0
terrify,0
terrified,52
terrifying,41
distrust,10
scare,643
scared,433
scaring,48
dread,6
failed,99
failed,99
failure,228
fuck,574
fucking,477
miserable,9
regret,18
shock,70
shocked,74
negligence,14
betrayed,2
cry,34
crying,31
idiot,183
idiots,94
selfish,88
upheaval,0
mess,69
crisis,1387
horrible,72
violence,44
abuse,23
rape,6
stupid,354
