words,ocurrences
panic,75
fear,320
sad,306
mental,411
mind,257
sorry,189
shame,156
hate,186
hell,192
bad,498
feel,419
feeling,148
shit,325
worst,271
worse,327
blame,210
lonely,10
chaos,169
mad,76
ruined,50
anxiety,199
stress,125
stressed,35
phobia,7
shame,156
hurt,45
disorder,25
loneliness,32
turmoil,8
anger,29
horror,27
rage,14
fate,13
nervous,32
restless,4
depression,63
grief,52
worry,275
worried,209
angst,2
depressed,11
suicide,128
suffer,106
suffering,253
uncertainty,103
uneasy,1
sadness,15
afraid,77
alone,182
suicidal,6
mood,36
tension,13
anxious,23
desperate,74
dismal,5
exhausted,14
insecure,4
distress,19
distressed,6
frustration,24
disgusting,92
boredom,3
bored,9
insane,49
stupidity,64
bullshit,118
uncertain,27
displeased,0
uncomfortable,11
melancholy,1
overwhelmed,46
pessimistic,2
unhappy,5
upset,14
outrage,9
ass,93
damn,172
covidiot,10
terrify,5
terrified,15
terrifying,28
distrust,8
scare,58
scared,92
scaring,12
dread,5
failed,246
failed,246
failure,193
fuck,318
fucking,252
miserable,42
regret,26
shock,34
shocked,54
negligence,28
betrayed,3
cry,36
crying,27
idiot,111
idiots,77
selfish,58
upheaval,4
mess,76
crisis,868
horrible,46
violence,258
abuse,108
rape,15
stupid,235
