words,ocurrences
panic,597
fear,2135
sad,1590
mental,1436
mind,1340
sorry,1320
shame,848
hate,1136
hell,1123
bad,2989
feel,2434
feeling,902
shit,2108
worst,1757
worse,1965
blame,1852
lonely,93
chaos,303
mad,430
ruined,150
anxiety,652
stress,688
stressed,139
phobia,8
shame,848
hurt,307
disorder,74
loneliness,166
turmoil,40
anger,248
horror,158
rage,213
fate,112
nervous,63
restless,20
depression,518
grief,138
worry,743
worried,709
angst,11
depressed,67
suicide,427
suffer,453
suffering,945
uncertainty,474
uneasy,75
sadness,62
afraid,627
alone,1183
suicidal,28
mood,238
tension,68
anxious,186
desperate,409
dismal,18
exhausted,58
insecure,38
distress,203
distressed,27
frustration,86
disgusting,414
boredom,70
bored,219
insane,304
stupidity,484
bullshit,722
uncertain,209
displeased,1
uncomfortable,85
melancholy,7
overwhelmed,259
pessimistic,13
unhappy,30
upset,185
outrage,119
ass,905
damn,898
covidiot,280
terrify,13
terrified,94
terrifying,225
distrust,66
scare,240
scared,589
scaring,50
dread,27
failed,1224
failed,1224
failure,1107
fuck,1657
fucking,1417
miserable,59
regret,108
shock,246
shocked,267
negligence,252
betrayed,18
cry,439
crying,206
idiot,806
idiots,768
selfish,477
upheaval,21
mess,367
crisis,9396
horrible,381
violence,624
abuse,461
rape,84
stupid,1842
