words,ocurrences
panic,115
fear,882
sad,262
mental,656
mind,202
sorry,214
shame,120
hate,235
hell,262
bad,606
feel,524
feeling,175
shit,421
worst,316
worse,402
blame,217
lonely,18
chaos,67
mad,55
ruined,33
anxiety,131
stress,179
stressed,36
phobia,1
shame,120
hurt,67
disorder,49
loneliness,15
turmoil,10
anger,27
horror,26
rage,15
fate,21
nervous,24
restless,0
depression,98
grief,33
worry,199
worried,259
angst,0
depressed,12
suicide,129
suffer,114
suffering,216
uncertainty,58
uneasy,3
sadness,12
afraid,114
alone,237
suicidal,10
mood,17
tension,4
anxious,30
desperate,53
dismal,1
exhausted,14
insecure,4
distress,46
distressed,2
frustration,25
disgusting,66
boredom,4
bored,20
insane,64
stupidity,91
bullshit,174
uncertain,35
displeased,0
uncomfortable,11
melancholy,0
overwhelmed,52
pessimistic,2
unhappy,5
upset,20
outrage,18
ass,117
damn,191
covidiot,12
terrify,0
terrified,11
terrifying,26
distrust,12
scare,105
scared,78
scaring,8
dread,4
failed,205
failed,205
failure,240
fuck,383
fucking,330
miserable,9
regret,24
shock,52
shocked,76
negligence,44
betrayed,2
cry,36
crying,43
idiot,120
idiots,132
selfish,65
upheaval,19
mess,75
crisis,873
horrible,53
violence,307
abuse,109
rape,17
stupid,301
