words,ocurrences
panic,285
fear,474
sad,595
mental,595
mind,301
sorry,307
shame,463
hate,263
hell,297
bad,710
feel,631
feeling,258
shit,352
worst,701
worse,528
blame,400
lonely,18
chaos,105
mad,64
ruined,41
anxiety,345
stress,234
stressed,56
phobia,4
shame,463
hurt,66
disorder,25
loneliness,12
turmoil,53
anger,99
horror,51
rage,21
fate,33
nervous,33
restless,2
depression,95
grief,74
worry,183
worried,216
angst,2
depressed,70
suicide,89
suffer,192
suffering,703
uncertainty,49
uneasy,2
sadness,17
afraid,112
alone,318
suicidal,8
mood,45
tension,11
anxious,40
desperate,140
dismal,6
exhausted,34
insecure,6
distress,73
distressed,14
frustration,32
disgusting,111
boredom,7
bored,21
insane,92
stupidity,106
bullshit,141
uncertain,48
displeased,0
uncomfortable,5
melancholy,1
overwhelmed,113
pessimistic,7
unhappy,5
upset,39
outrage,41
ass,125
damn,185
covidiot,23
terrify,3
terrified,25
terrifying,31
distrust,8
scare,101
scared,131
scaring,15
dread,5
failed,502
failed,502
failure,360
fuck,337
fucking,264
miserable,37
regret,36
shock,44
shocked,72
negligence,155
betrayed,10
cry,78
crying,79
idiot,178
idiots,143
selfish,101
upheaval,1
mess,144
crisis,3637
horrible,123
violence,106
abuse,83
rape,18
stupid,343
