words,ocurrences
panic,82
fear,403
sad,221
mental,473
mind,291
sorry,209
shame,143
hate,165
hell,175
bad,488
feel,494
feeling,179
shit,353
worst,322
worse,318
blame,278
lonely,23
chaos,35
mad,54
ruined,32
anxiety,159
stress,143
stressed,25
phobia,14
shame,143
hurt,50
disorder,31
loneliness,68
turmoil,3
anger,46
horror,32
rage,20
fate,10
nervous,34
restless,0
depression,79
grief,55
worry,145
worried,163
angst,0
depressed,21
suicide,89
suffer,110
suffering,1619
uncertainty,70
uneasy,2
sadness,18
afraid,91
alone,216
suicidal,9
mood,23
tension,3
anxious,25
desperate,52
dismal,7
exhausted,9
insecure,6
distress,29
distressed,4
frustration,18
disgusting,77
boredom,6
bored,19
insane,65
stupidity,66
bullshit,126
uncertain,33
displeased,0
uncomfortable,18
melancholy,0
overwhelmed,50
pessimistic,1
unhappy,3
upset,50
outrage,34
ass,123
damn,174
covidiot,9
terrify,3
terrified,12
terrifying,21
distrust,15
scare,48
scared,97
scaring,4
dread,6
failed,422
failed,422
failure,264
fuck,309
fucking,292
miserable,36
regret,24
shock,42
shocked,74
negligence,46
betrayed,10
cry,45
crying,39
idiot,107
idiots,99
selfish,50
upheaval,2
mess,71
crisis,921
horrible,77
violence,205
abuse,187
rape,9
stupid,254
