words,ocurrences
panic,99
fear,391
sad,308
mental,394
mind,265
sorry,263
shame,174
hate,227
hell,200
bad,524
feel,598
feeling,279
shit,400
worst,315
worse,659
blame,282
lonely,21
chaos,53
mad,88
ruined,32
anxiety,180
stress,149
stressed,24
phobia,10
shame,174
hurt,77
disorder,31
loneliness,33
turmoil,8
anger,49
horror,52
rage,15
fate,12
nervous,20
restless,2
depression,94
grief,79
worry,208
worried,137
angst,2
depressed,20
suicide,81
suffer,125
suffering,245
uncertainty,58
uneasy,3
sadness,19
afraid,102
alone,213
suicidal,10
mood,24
tension,10
anxious,29
desperate,44
dismal,7
exhausted,17
insecure,5
distress,24
distressed,2
frustration,12
disgusting,109
boredom,24
bored,19
insane,95
stupidity,88
bullshit,118
uncertain,31
displeased,5
uncomfortable,15
melancholy,1
overwhelmed,34
pessimistic,2
unhappy,23
upset,47
outrage,43
ass,155
damn,188
covidiot,35
terrify,1
terrified,19
terrifying,27
distrust,24
scare,75
scared,109
scaring,6
dread,6
failed,440
failed,440
failure,280
fuck,385
fucking,280
miserable,18
regret,26
shock,81
shocked,57
negligence,40
betrayed,6
cry,54
crying,51
idiot,184
idiots,132
selfish,108
upheaval,2
mess,119
crisis,827
horrible,75
violence,255
abuse,112
rape,59
stupid,386
