words,ocurrences
panic,658
fear,1817
sad,1905
mental,1188
mind,1242
sorry,1320
shame,914
hate,1087
hell,1226
bad,2891
feel,2398
feeling,784
shit,2329
worst,1604
worse,1953
blame,1317
lonely,103
chaos,242
mad,481
ruined,122
anxiety,534
stress,627
stressed,129
phobia,13
shame,914
hurt,451
disorder,72
loneliness,73
turmoil,39
anger,215
horror,158
rage,88
fate,165
nervous,159
restless,22
depression,399
grief,187
worry,834
worried,635
angst,16
depressed,65
suicide,220
suffer,442
suffering,1010
uncertainty,313
uneasy,12
sadness,110
afraid,516
alone,1149
suicidal,42
mood,166
tension,51
anxious,137
desperate,395
dismal,18
exhausted,60
insecure,34
distress,108
distressed,23
frustration,60
disgusting,531
boredom,91
bored,289
insane,626
stupidity,705
bullshit,629
uncertain,221
displeased,0
uncomfortable,73
melancholy,7
overwhelmed,268
pessimistic,21
unhappy,28
upset,141
outrage,194
ass,915
damn,1022
covidiot,193
terrify,7
terrified,112
terrifying,344
distrust,33
scare,222
scared,648
scaring,42
dread,23
failed,953
failed,953
failure,974
fuck,1848
fucking,1797
miserable,52
regret,89
shock,269
shocked,257
negligence,206
betrayed,16
cry,251
crying,290
idiot,1179
idiots,929
selfish,441
upheaval,36
mess,421
crisis,9700
horrible,365
violence,514
abuse,464
rape,54
stupid,2999
