created_at	id_str	lang
Sat Apr 25 04:04:21 +0000 2020	1253897609854382082	und
Sat Apr 25 04:04:21 +0000 2020	1253897609778999296	en
Sat Apr 25 04:04:22 +0000 2020	1253897617337053190	ja
Sat Apr 25 04:04:22 +0000 2020	1253897617244860416	es
Sat Apr 25 04:04:25 +0000 2020	1253897627210600449	en
Sat Apr 25 04:04:24 +0000 2020	1253897624752664576	en
Sat Apr 25 04:04:27 +0000 2020	1253897636215689217	en
Sat Apr 25 04:04:24 +0000 2020	1253897622722666498	en
Sat Apr 25 04:04:23 +0000 2020	1253897618046038017	en
Sat Apr 25 04:04:21 +0000 2020	1253897610735177728	en
Sat Apr 25 04:04:25 +0000 2020	1253897629961986059	pt
Sat Apr 25 04:04:24 +0000 2020	1253897623574061063	en
Sat Apr 25 04:04:25 +0000 2020	1253897626577141761	es
Sat Apr 25 04:04:24 +0000 2020	1253897625218109441	te
Sat Apr 25 04:04:28 +0000 2020	1253897641626402816	it
Sat Apr 25 04:04:22 +0000 2020	1253897614937985025	en
Sat Apr 25 04:04:27 +0000 2020	1253897634479292416	en
Sat Apr 25 04:04:22 +0000 2020	1253897617106329600	en
Sat Apr 25 04:04:24 +0000 2020	1253897625520259073	en
Sat Apr 25 04:04:22 +0000 2020	1253897616984768512	und
Sat Apr 25 04:04:28 +0000 2020	1253897642498756610	es
Sat Apr 25 04:04:26 +0000 2020	1253897634374443009	fr
Sat Apr 25 04:04:22 +0000 2020	1253897616208867330	en
Sat Apr 25 04:04:22 +0000 2020	1253897614812160002	es
Sat Apr 25 04:04:27 +0000 2020	1253897635871821824	es
Sat Apr 25 04:04:23 +0000 2020	1253897619316920321	en
Sat Apr 25 04:04:21 +0000 2020	1253897609657319430	en
Sat Apr 25 04:04:22 +0000 2020	1253897615160139778	en
Sat Apr 25 04:04:24 +0000 2020	1253897623691571200	es
Sat Apr 25 04:04:29 +0000 2020	1253897643169910786	ht
Sat Apr 25 04:04:27 +0000 2020	1253897636077121541	en
Sat Apr 25 04:04:27 +0000 2020	1253897635607523329	es
Sat Apr 25 04:04:26 +0000 2020	1253897631241326597	pt
Sat Apr 25 04:04:28 +0000 2020	1253897642486226944	und
Sat Apr 25 04:04:29 +0000 2020	1253897643052265473	ja
Sat Apr 25 04:04:27 +0000 2020	1253897634911223808	es
Sat Apr 25 04:04:23 +0000 2020	1253897619031699456	es
Sat Apr 25 04:04:23 +0000 2020	1253897621745340416	en
Sat Apr 25 04:04:21 +0000 2020	1253897610710016001	en
Sat Apr 25 04:04:22 +0000 2020	1253897617349713920	en
Sat Apr 25 04:04:21 +0000 2020	1253897610936512513	en
Sat Apr 25 04:04:25 +0000 2020	1253897629668265984	hi
Sat Apr 25 04:04:26 +0000 2020	1253897633334263813	und
Sat Apr 25 04:04:26 +0000 2020	1253897633741131776	en
Sat Apr 25 04:04:25 +0000 2020	1253897626891644928	en
Sat Apr 25 04:04:21 +0000 2020	1253897610794065922	en
Sat Apr 25 04:04:23 +0000 2020	1253897618427535360	en
Sat Apr 25 04:04:28 +0000 2020	1253897641466855432	in
Sat Apr 25 04:04:27 +0000 2020	1253897636857479173	und
Sat Apr 25 04:04:21 +0000 2020	1253897612995883008	en
Sat Apr 25 04:04:27 +0000 2020	1253897637323030529	en
Sat Apr 25 04:04:21 +0000 2020	1253897609808424963	fr
Sat Apr 25 04:04:24 +0000 2020	1253897624400379912	es
Sat Apr 25 04:04:27 +0000 2020	1253897635762786304	es
Sat Apr 25 04:04:23 +0000 2020	1253897618708590592	en
Sat Apr 25 04:04:21 +0000 2020	1253897609992798208	en
Sat Apr 25 04:04:25 +0000 2020	1253897629680857089	en
Sat Apr 25 04:04:24 +0000 2020	1253897625369182210	en
Sat Apr 25 04:04:23 +0000 2020	1253897620721823744	en
Sat Apr 25 04:04:25 +0000 2020	1253897627109920768	it
Sat Apr 25 04:04:26 +0000 2020	1253897634005299200	en
Sat Apr 25 04:04:28 +0000 2020	1253897639776497665	th
Sat Apr 25 04:04:22 +0000 2020	1253897613985714177	en
Sat Apr 25 04:04:28 +0000 2020	1253897641873805313	en
Sat Apr 25 04:04:26 +0000 2020	1253897630859452417	en
Sat Apr 25 04:04:24 +0000 2020	1253897623947247617	en
Sat Apr 25 04:04:22 +0000 2020	1253897616976420864	en
Sat Apr 25 04:04:21 +0000 2020	1253897610307534851	en
Sat Apr 25 04:04:22 +0000 2020	1253897613876887552	en
Sat Apr 25 04:04:28 +0000 2020	1253897641815150595	es
Sat Apr 25 04:04:28 +0000 2020	1253897639109722112	en
Sat Apr 25 04:04:22 +0000 2020	1253897615869046784	en
Sat Apr 25 04:04:21 +0000 2020	1253897612165431296	en
Sat Apr 25 04:04:24 +0000 2020	1253897623410487307	es
Sat Apr 25 04:04:27 +0000 2020	1253897636773421056	ja
Sat Apr 25 04:04:24 +0000 2020	1253897624425504769	en
Sat Apr 25 04:04:21 +0000 2020	1253897612161409024	en
Sat Apr 25 04:04:26 +0000 2020	1253897631522271232	und
Sat Apr 25 04:04:26 +0000 2020	1253897631329329154	en
Sat Apr 25 04:04:29 +0000 2020	1253897643006349312	es
Sat Apr 25 04:04:21 +0000 2020	1253897609690800128	en
Sat Apr 25 04:04:29 +0000 2020	1253897644310740992	und
Sat Apr 25 04:04:31 +0000 2020	1253897655060541441	in
Sat Apr 25 04:04:36 +0000 2020	1253897673779941377	in
Sat Apr 25 04:04:31 +0000 2020	1253897653592547330	en
Sat Apr 25 04:04:35 +0000 2020	1253897668822261765	en
Sat Apr 25 04:04:29 +0000 2020	1253897646588211201	en
Sat Apr 25 04:04:36 +0000 2020	1253897672383238145	en
Sat Apr 25 04:04:33 +0000 2020	1253897661645639682	und
Sat Apr 25 04:04:36 +0000 2020	1253897676384546816	en
Sat Apr 25 04:04:30 +0000 2020	1253897647175303168	en
Sat Apr 25 04:04:31 +0000 2020	1253897651361329158	pt
Sat Apr 25 04:04:33 +0000 2020	1253897660278493187	ro
Sat Apr 25 04:04:34 +0000 2020	1253897667370979336	en
Sat Apr 25 04:04:36 +0000 2020	1253897675092590594	en
Sat Apr 25 04:04:36 +0000 2020	1253897673582804992	es
Sat Apr 25 04:04:33 +0000 2020	1253897663491252232	es
Sat Apr 25 04:04:32 +0000 2020	1253897657963220992	es
Sat Apr 25 04:04:31 +0000 2020	1253897654301601793	und
Sat Apr 25 04:04:32 +0000 2020	1253897658869170176	es
Sat Apr 25 04:04:33 +0000 2020	1253897662853718017	es
Sat Apr 25 04:04:32 +0000 2020	1253897659045359617	en
Sat Apr 25 04:04:35 +0000 2020	1253897669749211140	es
Sat Apr 25 04:04:34 +0000 2020	1253897665135251456	en
Sat Apr 25 04:04:30 +0000 2020	1253897648618106881	en
Sat Apr 25 04:04:32 +0000 2020	1253897655735984128	en
Sat Apr 25 04:04:30 +0000 2020	1253897650212126720	es
Sat Apr 25 04:04:29 +0000 2020	1253897643631226880	en
Sat Apr 25 04:04:34 +0000 2020	1253897667287097345	pt
Sat Apr 25 04:04:30 +0000 2020	1253897648198877186	en
Sat Apr 25 04:04:37 +0000 2020	1253897679085723649	es
Sat Apr 25 04:04:29 +0000 2020	1253897646206595072	en
Sat Apr 25 04:04:33 +0000 2020	1253897662581145600	es
Sat Apr 25 04:04:32 +0000 2020	1253897659246678016	en
Sat Apr 25 04:04:35 +0000 2020	1253897668939546626	en
Sat Apr 25 04:04:30 +0000 2020	1253897648181895168	en
Sat Apr 25 04:04:36 +0000 2020	1253897674140471296	en
Sat Apr 25 04:04:30 +0000 2020	1253897648123322370	en
Sat Apr 25 04:04:32 +0000 2020	1253897658818859009	es
Sat Apr 25 04:04:36 +0000 2020	1253897672941019136	fr
Sat Apr 25 04:04:31 +0000 2020	1253897654087671809	es
Sat Apr 25 04:04:34 +0000 2020	1253897664086839301	es
Sat Apr 25 04:04:31 +0000 2020	1253897655266054144	et
Sat Apr 25 04:04:31 +0000 2020	1253897653026463744	en
Sat Apr 25 04:04:33 +0000 2020	1253897661708677120	en
Sat Apr 25 04:04:36 +0000 2020	1253897674916540417	und
Sat Apr 25 04:04:33 +0000 2020	1253897660085358592	en
Sat Apr 25 04:04:30 +0000 2020	1253897648127565824	en
Sat Apr 25 04:04:31 +0000 2020	1253897653223485441	en
Sat Apr 25 04:04:31 +0000 2020	1253897655333330944	es
Sat Apr 25 04:04:29 +0000 2020	1253897644763643904	pt
Sat Apr 25 04:04:31 +0000 2020	1253897652271566849	en
Sat Apr 25 04:04:31 +0000 2020	1253897654234484736	en
Sat Apr 25 04:04:31 +0000 2020	1253897654058151936	es
Sat Apr 25 04:04:35 +0000 2020	1253897668360916993	or
Sat Apr 25 04:04:30 +0000 2020	1253897650304438278	en
Sat Apr 25 04:04:32 +0000 2020	1253897658651029509	fr
Sat Apr 25 04:04:35 +0000 2020	1253897668201496577	en
Sat Apr 25 04:04:33 +0000 2020	1253897659930292224	en
Sat Apr 25 04:04:35 +0000 2020	1253897668088086528	en
Sat Apr 25 04:04:32 +0000 2020	1253897658491645952	es
Sat Apr 25 04:04:31 +0000 2020	1253897654108643333	en
Sat Apr 25 04:04:37 +0000 2020	1253897676904677377	und
Sat Apr 25 04:04:29 +0000 2020	1253897645803761664	en
Sat Apr 25 04:04:29 +0000 2020	1253897643765497856	es
Sat Apr 25 04:04:35 +0000 2020	1253897671364018176	en
Sat Apr 25 04:04:29 +0000 2020	1253897643815776262	en
Sat Apr 25 04:04:30 +0000 2020	1253897649863815169	ta
Sat Apr 25 04:04:30 +0000 2020	1253897649985425409	en
Sat Apr 25 04:04:33 +0000 2020	1253897662547365888	te
Sat Apr 25 04:04:37 +0000 2020	1253897677965844480	en
Sat Apr 25 04:04:32 +0000 2020	1253897659061899265	in
Sat Apr 25 04:04:32 +0000 2020	1253897658613354496	en
Sat Apr 25 04:04:37 +0000 2020	1253897677550637056	es
Sat Apr 25 04:04:30 +0000 2020	1253897648534413317	en
Sat Apr 25 04:04:32 +0000 2020	1253897655874355201	und
Sat Apr 25 04:04:30 +0000 2020	1253897650350497794	hi
Sat Apr 25 04:04:35 +0000 2020	1253897669354950656	en
Sat Apr 25 04:04:37 +0000 2020	1253897679400103936	en
Sat Apr 25 04:04:35 +0000 2020	1253897668834717696	und
Sat Apr 25 04:04:30 +0000 2020	1253897647573827584	en
Sat Apr 25 04:04:36 +0000 2020	1253897672345313280	und
Sat Apr 25 04:04:31 +0000 2020	1253897653127122944	es
Sat Apr 25 04:04:32 +0000 2020	1253897659452215299	en
Sat Apr 25 04:04:45 +0000 2020	1253897710815461381	en
Sat Apr 25 04:04:41 +0000 2020	1253897695414177793	en
Sat Apr 25 04:04:46 +0000 2020	1253897714183467009	en
Sat Apr 25 04:04:41 +0000 2020	1253897693711208448	en
Sat Apr 25 04:04:37 +0000 2020	1253897680360583168	en
Sat Apr 25 04:04:42 +0000 2020	1253897701218906112	en
Sat Apr 25 04:04:44 +0000 2020	1253897707468488704	es
Sat Apr 25 04:04:44 +0000 2020	1253897706847657985	hi
Sat Apr 25 04:04:42 +0000 2020	1253897699650408448	es
Sat Apr 25 04:04:37 +0000 2020	1253897680574545920	en
Sat Apr 25 04:04:47 +0000 2020	1253897718763622400	en
Sat Apr 25 04:04:46 +0000 2020	1253897715173515266	und
Sat Apr 25 04:04:44 +0000 2020	1253897706931539968	en
Sat Apr 25 04:04:39 +0000 2020	1253897685725257729	es
Sat Apr 25 04:04:42 +0000 2020	1253897700728205317	eu
Sat Apr 25 04:04:42 +0000 2020	1253897697674825728	it
Sat Apr 25 04:04:39 +0000 2020	1253897687323127808	es
Sat Apr 25 04:04:46 +0000 2020	1253897718004625408	pt
Sat Apr 25 04:04:44 +0000 2020	1253897708894449665	ja
Sat Apr 25 04:04:41 +0000 2020	1253897696013926400	en
Sat Apr 25 04:04:38 +0000 2020	1253897681568702464	es
Sat Apr 25 04:04:39 +0000 2020	1253897686786297856	en
Sat Apr 25 04:04:37 +0000 2020	1253897680436080641	en
Sat Apr 25 04:04:38 +0000 2020	1253897681002328064	en
Sat Apr 25 04:04:38 +0000 2020	1253897683548471297	en
Sat Apr 25 04:04:41 +0000 2020	1253897696546619394	en
Sat Apr 25 04:04:43 +0000 2020	1253897702011801601	en
Sat Apr 25 04:04:41 +0000 2020	1253897694051020801	en
Sat Apr 25 04:04:47 +0000 2020	1253897719523020800	en
Sat Apr 25 04:04:41 +0000 2020	1253897697213333504	en
Sat Apr 25 04:04:40 +0000 2020	1253897693056794626	en
Sat Apr 25 04:04:44 +0000 2020	1253897708940726278	en
Sat Apr 25 04:04:46 +0000 2020	1253897715550957574	es
Sat Apr 25 04:04:38 +0000 2020	1253897683959451650	en
Sat Apr 25 04:04:47 +0000 2020	1253897719053156353	und
Sat Apr 25 04:04:42 +0000 2020	1253897698031341568	en
Sat Apr 25 04:04:42 +0000 2020	1253897697674907650	en
Sat Apr 25 04:04:38 +0000 2020	1253897683120652288	en
Sat Apr 25 04:04:37 +0000 2020	1253897679739871232	en
Sat Apr 25 04:04:37 +0000 2020	1253897679794552832	es
Sat Apr 25 04:04:38 +0000 2020	1253897684089479169	en
Sat Apr 25 04:04:42 +0000 2020	1253897701428789249	en
Sat Apr 25 04:04:47 +0000 2020	1253897721183973382	es
Sat Apr 25 04:04:44 +0000 2020	1253897708290682880	en
Sat Apr 25 04:04:46 +0000 2020	1253897717614608386	en
Sat Apr 25 04:04:45 +0000 2020	1253897711226695681	en
Sat Apr 25 04:04:38 +0000 2020	1253897680616673282	en
Sat Apr 25 04:04:46 +0000 2020	1253897716985454593	es
Sat Apr 25 04:04:47 +0000 2020	1253897721070534657	en
Sat Apr 25 04:04:39 +0000 2020	1253897684802506753	en
Sat Apr 25 04:04:39 +0000 2020	1253897687625273345	und
Sat Apr 25 04:04:39 +0000 2020	1253897686727692288	en
Sat Apr 25 04:04:41 +0000 2020	1253897693954551808	en
Sat Apr 25 04:04:41 +0000 2020	1253897696999608321	en
Sat Apr 25 04:04:42 +0000 2020	1253897700992446467	en
Sat Apr 25 04:04:41 +0000 2020	1253897694977888256	es
Sat Apr 25 04:04:41 +0000 2020	1253897696294756357	en
Sat Apr 25 04:04:41 +0000 2020	1253897696814891009	en
Sat Apr 25 04:04:47 +0000 2020	1253897721305370624	in
Sat Apr 25 04:04:43 +0000 2020	1253897705493061632	en
Sat Apr 25 04:04:44 +0000 2020	1253897707174977536	und
Sat Apr 25 04:04:42 +0000 2020	1253897701323751424	en
Sat Apr 25 04:04:45 +0000 2020	1253897714120527874	en
Sat Apr 25 04:04:47 +0000 2020	1253897718382104576	en
Sat Apr 25 04:04:44 +0000 2020	1253897706348711938	en
Sat Apr 25 04:04:37 +0000 2020	1253897679584854016	en
Sat Apr 25 04:04:44 +0000 2020	1253897707204182017	en
Sat Apr 25 04:04:43 +0000 2020	1253897702548451328	en
Sat Apr 25 04:04:42 +0000 2020	1253897700203991041	es
Sat Apr 25 04:04:47 +0000 2020	1253897721351716864	da
Sat Apr 25 04:04:39 +0000 2020	1253897687612764161	und
Sat Apr 25 04:04:55 +0000 2020	1253897755598168064	en
Sat Apr 25 04:04:51 +0000 2020	1253897736660762626	en
Sat Apr 25 04:04:54 +0000 2020	1253897748849590273	en
Sat Apr 25 04:04:49 +0000 2020	1253897727450116096	en
Sat Apr 25 04:04:51 +0000 2020	1253897738653065216	en
Sat Apr 25 04:04:54 +0000 2020	1253897751584215040	en
Sat Apr 25 04:04:49 +0000 2020	1253897729928986625	es
Sat Apr 25 04:04:55 +0000 2020	1253897753282953216	es
Sat Apr 25 04:04:47 +0000 2020	1253897721997647872	en
Sat Apr 25 04:04:49 +0000 2020	1253897727269916674	es
Sat Apr 25 04:04:54 +0000 2020	1253897749055123456	es
Sat Apr 25 04:04:52 +0000 2020	1253897741370978304	kn
Sat Apr 25 04:04:49 +0000 2020	1253897729585053702	und
Sat Apr 25 04:04:53 +0000 2020	1253897744579792896	en
Sat Apr 25 04:04:50 +0000 2020	1253897731065577472	en
Sat Apr 25 04:04:52 +0000 2020	1253897742096543744	es
Sat Apr 25 04:04:51 +0000 2020	1253897735280918529	en
Sat Apr 25 04:04:53 +0000 2020	1253897745741430784	ja
Sat Apr 25 04:04:49 +0000 2020	1253897727299084292	ja
Sat Apr 25 04:04:47 +0000 2020	1253897722442199041	en
Sat Apr 25 04:04:48 +0000 2020	1253897726376341504	en
Sat Apr 25 04:04:55 +0000 2020	1253897755472338946	pt
Sat Apr 25 04:04:55 +0000 2020	1253897755371737095	en
Sat Apr 25 04:04:55 +0000 2020	1253897755577085953	en
