created_at	id_str	lang
Sat Apr 25 04:04:49 +0000 2020	1253897730457362432	et
Sat Apr 25 04:04:53 +0000 2020	1253897743678017537	de
Sat Apr 25 04:04:55 +0000 2020	1253897755732434945	en
Sat Apr 25 04:04:49 +0000 2020	1253897730130247682	en
Sat Apr 25 04:04:55 +0000 2020	1253897756067971073	en
Sat Apr 25 04:04:48 +0000 2020	1253897723637428225	en
Sat Apr 25 04:04:56 +0000 2020	1253897756206198787	en
Sat Apr 25 04:04:51 +0000 2020	1253897736103002117	en
Sat Apr 25 04:04:55 +0000 2020	1253897755426160641	en
Sat Apr 25 04:04:52 +0000 2020	1253897743115976704	en
Sat Apr 25 04:04:56 +0000 2020	1253897756407746560	es
Sat Apr 25 04:04:53 +0000 2020	1253897745393430529	und
Sat Apr 25 04:04:51 +0000 2020	1253897737851961344	en
Sat Apr 25 04:04:53 +0000 2020	1253897746773409793	en
Sat Apr 25 04:04:54 +0000 2020	1253897748883083272	und
Sat Apr 25 04:04:54 +0000 2020	1253897751835938816	es
Sat Apr 25 04:04:51 +0000 2020	1253897738472677376	ja
Sat Apr 25 04:04:53 +0000 2020	1253897746391740417	hi
Sat Apr 25 04:04:56 +0000 2020	1253897756688736256	en
Sat Apr 25 04:04:55 +0000 2020	1253897755879071748	ja
Sat Apr 25 04:04:55 +0000 2020	1253897754700636160	es
Sat Apr 25 04:04:55 +0000 2020	1253897752888643586	en
Sat Apr 25 04:04:50 +0000 2020	1253897731288039424	pt
Sat Apr 25 04:04:53 +0000 2020	1253897745171124224	en
Sat Apr 25 04:04:51 +0000 2020	1253897735180148736	en
Sat Apr 25 04:04:53 +0000 2020	1253897745569480704	en
Sat Apr 25 04:04:53 +0000 2020	1253897745439522817	en
Sat Apr 25 04:04:52 +0000 2020	1253897739911348224	en
Sat Apr 25 04:04:52 +0000 2020	1253897743463931905	en
Sat Apr 25 04:04:49 +0000 2020	1253897727521501189	es
Sat Apr 25 04:04:53 +0000 2020	1253897746605621248	pt
Sat Apr 25 04:04:49 +0000 2020	1253897729677246464	en
Sat Apr 25 04:04:48 +0000 2020	1253897722949709825	es
Sat Apr 25 04:04:48 +0000 2020	1253897722714714112	und
Sat Apr 25 04:04:50 +0000 2020	1253897733620092928	es
Sat Apr 25 04:04:47 +0000 2020	1253897722089766913	en
Sat Apr 25 04:04:53 +0000 2020	1253897746903269376	en
Sat Apr 25 04:04:55 +0000 2020	1253897753748520961	en
Sat Apr 25 04:04:49 +0000 2020	1253897727399751680	in
Sat Apr 25 04:04:51 +0000 2020	1253897735649943552	en
Sat Apr 25 04:04:50 +0000 2020	1253897734660272128	und
Sat Apr 25 04:04:54 +0000 2020	1253897750732832769	en
Sat Apr 25 04:04:48 +0000 2020	1253897726019792897	en
Sat Apr 25 04:04:49 +0000 2020	1253897730117812224	en
Sat Apr 25 04:04:54 +0000 2020	1253897749684260864	und
Sat Apr 25 04:04:55 +0000 2020	1253897756034207745	in
Sat Apr 25 04:04:55 +0000 2020	1253897752011894784	und
Sat Apr 25 04:04:51 +0000 2020	1253897739139723264	en
Sat Apr 25 04:04:55 +0000 2020	1253897753123381248	ja
Sat Apr 25 04:04:50 +0000 2020	1253897733943017476	es
Sat Apr 25 04:04:53 +0000 2020	1253897744592273408	en
Sat Apr 25 04:04:49 +0000 2020	1253897730872627210	en
Sat Apr 25 04:04:48 +0000 2020	1253897722710589441	es
Sat Apr 25 04:04:53 +0000 2020	1253897747046043648	es
Sat Apr 25 04:04:48 +0000 2020	1253897724044275712	und
Sat Apr 25 04:04:57 +0000 2020	1253897763281985537	es
Sat Apr 25 04:05:00 +0000 2020	1253897776640991234	en
Sat Apr 25 04:05:00 +0000 2020	1253897775823163392	fr
Sat Apr 25 04:05:03 +0000 2020	1253897785595826177	en
Sat Apr 25 04:04:59 +0000 2020	1253897771637243912	en
Sat Apr 25 04:04:59 +0000 2020	1253897771683328000	pt
Sat Apr 25 04:04:57 +0000 2020	1253897762074214401	en
Sat Apr 25 04:05:03 +0000 2020	1253897788297003008	en
Sat Apr 25 04:04:59 +0000 2020	1253897768856367104	en
Sat Apr 25 04:04:59 +0000 2020	1253897772165730304	en
Sat Apr 25 04:04:59 +0000 2020	1253897770831921157	en
Sat Apr 25 04:05:00 +0000 2020	1253897773914583041	en
Sat Apr 25 04:04:58 +0000 2020	1253897768214593537	en
Sat Apr 25 04:05:01 +0000 2020	1253897781011517446	en
Sat Apr 25 04:05:02 +0000 2020	1253897784853327873	en
Sat Apr 25 04:05:02 +0000 2020	1253897781456052224	en
Sat Apr 25 04:04:58 +0000 2020	1253897765077352449	es
Sat Apr 25 04:05:01 +0000 2020	1253897780315095040	fr
Sat Apr 25 04:05:00 +0000 2020	1253897773826613248	es
Sat Apr 25 04:05:02 +0000 2020	1253897781330292736	es
Sat Apr 25 04:04:57 +0000 2020	1253897762912993286	en
Sat Apr 25 04:04:58 +0000 2020	1253897768579534848	en
Sat Apr 25 04:05:03 +0000 2020	1253897788561088512	en
Sat Apr 25 04:05:02 +0000 2020	1253897783204958210	in
Sat Apr 25 04:04:57 +0000 2020	1253897760429887489	ja
Sat Apr 25 04:04:59 +0000 2020	1253897771796631552	en
Sat Apr 25 04:05:01 +0000 2020	1253897777416986625	es
Sat Apr 25 04:05:02 +0000 2020	1253897783586816001	en
Sat Apr 25 04:05:00 +0000 2020	1253897773943939072	en
Sat Apr 25 04:04:59 +0000 2020	1253897770630610944	es
Sat Apr 25 04:04:58 +0000 2020	1253897764934569984	tl
Sat Apr 25 04:05:02 +0000 2020	1253897784165568517	en
Sat Apr 25 04:04:57 +0000 2020	1253897762367778816	es
Sat Apr 25 04:05:02 +0000 2020	1253897782043258880	en
Sat Apr 25 04:05:00 +0000 2020	1253897774040584192	pt
Sat Apr 25 04:05:01 +0000 2020	1253897778369114113	en
Sat Apr 25 04:05:01 +0000 2020	1253897780738711552	en
Sat Apr 25 04:05:02 +0000 2020	1253897784677318656	en
Sat Apr 25 04:05:03 +0000 2020	1253897785809571840	en
Sat Apr 25 04:05:01 +0000 2020	1253897778922692608	es
Sat Apr 25 04:04:58 +0000 2020	1253897766163677184	en
Sat Apr 25 04:05:02 +0000 2020	1253897784815751169	pt
Sat Apr 25 04:04:59 +0000 2020	1253897769166819328	en
Sat Apr 25 04:05:00 +0000 2020	1253897773847642113	en
Sat Apr 25 04:05:02 +0000 2020	1253897784824147970	en
Sat Apr 25 04:04:58 +0000 2020	1253897767128313858	en
Sat Apr 25 04:04:57 +0000 2020	1253897764271947776	en
Sat Apr 25 04:05:02 +0000 2020	1253897781544194048	en
Sat Apr 25 04:05:03 +0000 2020	1253897785662939137	pt
Sat Apr 25 04:04:59 +0000 2020	1253897772127961095	es
Sat Apr 25 04:05:02 +0000 2020	1253897782265511936	es
Sat Apr 25 04:04:59 +0000 2020	1253897769514872833	es
Sat Apr 25 04:05:02 +0000 2020	1253897784530534401	en
Sat Apr 25 04:04:59 +0000 2020	1253897770798178304	en
Sat Apr 25 04:04:59 +0000 2020	1253897769598713858	es
Sat Apr 25 04:04:59 +0000 2020	1253897769460219905	en
Sat Apr 25 04:04:58 +0000 2020	1253897765534523396	en
Sat Apr 25 04:05:01 +0000 2020	1253897777752334336	en
Sat Apr 25 04:04:57 +0000 2020	1253897761474387968	fr
Sat Apr 25 04:05:00 +0000 2020	1253897773839245313	fr
Sat Apr 25 04:04:59 +0000 2020	1253897772320735238	es
Sat Apr 25 04:04:59 +0000 2020	1253897770592686080	en
Sat Apr 25 04:04:57 +0000 2020	1253897760601812997	en
Sat Apr 25 04:05:03 +0000 2020	1253897789081186307	en
Sat Apr 25 04:04:59 +0000 2020	1253897771196616705	en
Sat Apr 25 04:04:58 +0000 2020	1253897766109097984	en
Sat Apr 25 04:05:02 +0000 2020	1253897782093656065	en
Sat Apr 25 04:05:03 +0000 2020	1253897786015330305	es
Sat Apr 25 04:05:00 +0000 2020	1253897776351653888	en
Sat Apr 25 04:05:00 +0000 2020	1253897773465980941	pl
Sat Apr 25 04:04:57 +0000 2020	1253897764087398400	en
Sat Apr 25 04:04:58 +0000 2020	1253897765245026305	en
Sat Apr 25 04:05:03 +0000 2020	1253897785902092291	es
Sat Apr 25 04:05:07 +0000 2020	1253897805669818368	en
Sat Apr 25 04:05:12 +0000 2020	1253897823780663296	und
Sat Apr 25 04:05:12 +0000 2020	1253897823613079552	pt
Sat Apr 25 04:05:12 +0000 2020	1253897824783106048	en
Sat Apr 25 04:05:11 +0000 2020	1253897820861394945	en
Sat Apr 25 04:05:10 +0000 2020	1253897818248564736	en
Sat Apr 25 04:05:10 +0000 2020	1253897815866200065	sv
Sat Apr 25 04:05:07 +0000 2020	1253897804969377792	en
Sat Apr 25 04:05:07 +0000 2020	1253897805359468545	es
Sat Apr 25 04:05:07 +0000 2020	1253897806101839872	en
Sat Apr 25 04:05:08 +0000 2020	1253897807733223425	en
Sat Apr 25 04:05:05 +0000 2020	1253897794026459147	en
Sat Apr 25 04:05:04 +0000 2020	1253897790754783233	und
Sat Apr 25 04:05:07 +0000 2020	1253897806407823361	es
Sat Apr 25 04:05:11 +0000 2020	1253897822463594497	ta
Sat Apr 25 04:05:05 +0000 2020	1253897794336808961	en
Sat Apr 25 04:05:03 +0000 2020	1253897789496455168	hi
Sat Apr 25 04:05:11 +0000 2020	1253897819125153792	en
Sat Apr 25 04:05:11 +0000 2020	1253897821830471684	es
Sat Apr 25 04:05:04 +0000 2020	1253897789890797568	pt
Sat Apr 25 04:05:10 +0000 2020	1253897818172948480	en
Sat Apr 25 04:05:07 +0000 2020	1253897804956577792	en
Sat Apr 25 04:05:10 +0000 2020	1253897818097381376	ja
Sat Apr 25 04:05:11 +0000 2020	1253897822706864129	en
Sat Apr 25 04:05:08 +0000 2020	1253897810505879552	en
Sat Apr 25 04:05:09 +0000 2020	1253897813127094272	ta
Sat Apr 25 04:05:06 +0000 2020	1253897799093161985	es
Sat Apr 25 04:05:05 +0000 2020	1253897797721612289	en
Sat Apr 25 04:05:04 +0000 2020	1253897790838706177	en
Sat Apr 25 04:05:11 +0000 2020	1253897821750788105	es
Sat Apr 25 04:05:09 +0000 2020	1253897813403942913	en
Sat Apr 25 04:05:07 +0000 2020	1253897805166530562	en
Sat Apr 25 04:05:08 +0000 2020	1253897809755025408	es
Sat Apr 25 04:05:08 +0000 2020	1253897810275164160	en
Sat Apr 25 04:05:05 +0000 2020	1253897795251179520	vi
Sat Apr 25 04:05:12 +0000 2020	1253897827094335489	en
Sat Apr 25 04:05:06 +0000 2020	1253897802024980480	en
Sat Apr 25 04:05:04 +0000 2020	1253897792734531584	und
Sat Apr 25 04:05:10 +0000 2020	1253897814859493376	und
Sat Apr 25 04:05:07 +0000 2020	1253897803345977344	ja
Sat Apr 25 04:05:03 +0000 2020	1253897789592895490	en
Sat Apr 25 04:05:07 +0000 2020	1253897803069378560	en
Sat Apr 25 04:05:07 +0000 2020	1253897803367137281	es
Sat Apr 25 04:05:12 +0000 2020	1253897824586137605	es
Sat Apr 25 04:05:09 +0000 2020	1253897811046928384	und
Sat Apr 25 04:05:05 +0000 2020	1253897794365997060	en
Sat Apr 25 04:05:08 +0000 2020	1253897809457221635	en
Sat Apr 25 04:05:12 +0000 2020	1253897825345138688	en
