words,ocurrences
panic,629
fear,1836
sad,1565
mental,1207
mind,1397
sorry,1378
shame,831
hate,1092
hell,1358
bad,2923
feel,2814
feeling,715
shit,2614
worst,2263
worse,2448
blame,1740
lonely,85
chaos,442
mad,453
ruined,199
anxiety,525
stress,626
stressed,121
phobia,13
shame,831
hurt,323
disorder,52
loneliness,106
turmoil,66
anger,202
horror,162
rage,136
fate,118
nervous,114
restless,43
depression,634
grief,162
worry,831
worried,820
angst,17
depressed,74
suicide,354
suffer,451
suffering,828
uncertainty,271
uneasy,12
sadness,62
afraid,532
alone,1297
suicidal,26
mood,156
tension,35
anxious,159
desperate,417
dismal,25
exhausted,53
insecure,85
distress,140
distressed,21
frustration,76
disgusting,446
boredom,45
bored,184
insane,413
stupidity,582
bullshit,685
uncertain,178
displeased,20
uncomfortable,68
melancholy,5
overwhelmed,184
pessimistic,25
unhappy,63
upset,175
outrage,105
ass,886
damn,873
covidiot,553
terrify,8
terrified,148
terrifying,221
distrust,38
scare,271
scared,744
scaring,32
dread,32
failed,1585
failed,1585
failure,1330
fuck,2297
fucking,2212
miserable,59
regret,85
shock,365
shocked,493
negligence,250
betrayed,26
cry,313
crying,245
idiot,1041
idiots,1102
selfish,655
upheaval,26
mess,528
crisis,7446
horrible,402
violence,492
abuse,402
rape,35
stupid,2251
