word,count
covid,68625
19,62266
covid19,34931
vaccine,26786
coronavirus,25585
amp,15596
new,12466
people,11749
pandemic,11200
cases,10627
health,9684
get,8610
vaccines,7629
us,7456
one,7387
vaccination,5977
johnson,5896
news,5859
via,5791
deaths,5280
year,5192
like,5185
today,4909
first,4866
need,4772
help,4595
time,4351
still,3707
relief,3691
virus,3677
world,3652
2021,3584
would,3564
please,3514
state,3510
know,3503
says,3404
week,3403
good,3383
could,3319
many,3307
government,3288
back,3260
even,3253
last,3172
see,3171
said,3158
friday,3147
day,3144
work,3107
take,3065
000,3060
million,3029
dose,3022
biden,2946
vaccinated,2880
bill,2877
doses,2859
canada,2853
march,2851
go,2845
use,2834
read,2819
due,2791
public,2789
home,2771
support,2766
house,2760
test,2729
make,2698
fda,2675
care,2673
latest,2663
update,2648
also,2625
next,2622
county,2619
live,2598
uk,2580
may,2573
getting,2538
country,2463
well,2457
way,2453
testing,2448
since,2421
going,2383
data,2382
say,2353
workers,2343
26,2336
mask,2319
feb,2276
community,2263
2020,2263
re,2258
got,2256
spread,2249
shot,2214
great,2199
think,2189
patients,2189
february,2161
india,2158
days,2151
two,2139
let,2137
plan,2112
risk,2109
restrictions,2102
keep,2088
trump,2086
want,2081
much,2059
lockdown,2045
school,2041
thank,2040
right,2015
stop,2008
positive,2003
astrazeneca,1998
another,1993
americans,1955
long,1948
death,1928
total,1923
president,1906
dr,1897
number,1871
response,1863
safe,1851
life,1831
case,1820
information,1810
made,1801
impact,1793
pfizer,1787
really,1763
find,1762
high,1735
reported,1735
10,1716
every,1712
study,1705
global,1701
report,1698
free,1692
masks,1692
single,1689
business,1662
china,1660
open,1656
end,1653
vaccinations,1650
countries,1639
emergency,1638
better,1634
social,1623
everyone,1621
daily,1619
never,1592
schools,1590
states,1584
part,1565
yet,1553
must,1546
15,1530
times,1525
second,1520
medical,1519
soon,1515
stay,1509
thanks,1505
variants,1504
working,1499
21,1497
check,1496
reports,1496
call,1492
look,1485
healthcare,1483
learn,1469
racism,1468
available,1466
continue,1465
rate,1448
variant,1446
important,1443
cdc,1441
tests,1439
watch,1435
years,1430
panel,1428
updates,1421
received,1414
come,1410
staff,1407
lives,1405
safety,1403
travel,1396
city,1396
around,1393
20,1391
sign,1387
start,1380
across,1376
crisis,1371
residents,1368
research,1365
children,1364
wage,1362
article,1359
rollout,1348
local,1342
give,1333
post,1328
receive,1318
full,1312
students,1309
ve,1301
done,1290
months,1282
face,1274
weeks,1274
hospital,1267
family,1259
trillion,1257
in,1255
racist,1253
nhs,1249
big,1248
national,1244
follow,1242
real,1235
hope,1235
gt,1231
online,1219
access,1218
group,1217
minimum,1214
visit,1213
fight,1203
person,1202
confirmed,1202
numbers,1201
per,1200
team,1197
south,1196
already,1192
media,1191
called,1189
without,1186
best,1185
white,1185
ca,1179
disease,1176
increase,1172
coming,1169
package,1167
died,1163
economic,1156
black,1155
including,1152
age,1140
recovery,1138
wear,1134
show,1131
money,1126
system,1123
infection,1119
25,1110
protect,1105
others,1092
join,1090
businesses,1089
50,1089
12,1084
100,1083
officials,1081
vote,1080
effective,1073
democrats,1070
economy,1068
place,1068
share,1067
sure,1067
experts,1067
science,1066
gov,1066
breaking,1062
far,1054
needs,1052
taking,1049
american,1049
based,1048
related,1047
things,1044
symptoms,1042
advisers,1041
man,1036
flu,1027
job,1022
florida,1022
third,1019
tested,1016
teachers,1014
bts,1012
love,1010
america,1008
program,1002
covid19vaccine,1002
thing,1000
asian,996
using,996
past,992
found,992
24,987
food,986
bring,986
communities,986
together,982
act,981
making,978
infections,977
old,974
though,973
rules,968
vulnerable,966
story,960
eligible,960
active,958
book,958
population,955
less,954
yes,949
measures,946
put,945
expected,943
federal,943
least,940
department,938
anyone,938
approved,934
looking,933
petition,931
used,926
set,926
link,922
someone,921
york,919
feel,917
potus,916
enough,916
month,914
jab,913
the,913
top,913
phase,912
women,912
change,911
site,908
ago,902
shows,901
hours,901
nothing,898
three,898
video,896
ever,895
despite,894
following,893
education,891
something,891
opinion,887
provide,886
kids,883
hard,882
appointment,880
authorization,878
ontario,877
given,875
distribution,875
11,870
minister,869
early,867
wearing,866
pass,865
believe,865
control,865
eu,863
among,862
administration,861
able,861
likely,860
yesterday,859
hit,858
texas,855
according,852
amid,851
announced,848
senate,846
bayern3racist,841
north,838
services,837
stimulus,835
line,835
fuck,831
possible,827
saying,823
shots,823
wait,821
lot,820
approves,820
away,819
members,819
tell,817
california,816
everything,814
families,813
guidelines,811
pay,810
ll,810
half,808
lost,807
outbreak,806
become,804
results,803
questions,803
nursing,803
future,802
effects,800
pm,799
always,795
info,795
talk,794
united,790
korea,789
500,786
might,784
small,783
africa,780
list,778
shit,776
within,773
nation,773
center,773
actually,769
transmission,769
university,767
hear,767
joe,766
rates,763
market,762
quarantine,761
human,761
continues,760
register,757
term,757
corona,754
key,753
employees,752
bad,750
office,750
thursday,749
calling,749
rise,747
anything,746
lin,745
different,742
court,741
issues,739
remember,736
left,735
mass,734
fact,732
contact,731
surge,728
meeting,724
oh,724
republicans,723
issue,723
hospitals,721
administered,719
low,718
security,718
monday,715
ready,713
current,713
wrong,711
level,710
event,710
efforts,708
die,707
advisory,707
deliver,701
almost,695
save,693
mean,692
citizens,692
area,692
website,692
normal,691
affected,688
order,688
18,688
additional,688
means,688
trying,687
industry,687
homes,685
1st,684
chance,683
behind,683
head,681
god,681
press,680
point,679
nearly,679
close,679
finally,678
usa,678
campaign,677
essential,677
rest,676
details,675
failed,673
30,673
leaders,673
priority,672
fucking,672
challenges,670
later,669
cpac,667
learning,667
survey,666
appointments,666
gop,665
queen,665
evidence,665
cause,664
morning,664
service,663
severe,662
jeremy,662
dead,659
youtube,658
