words,ocurrences
panic,329
fear,892
sad,609
mental,823
mind,508
sorry,845
shame,452
hate,465
hell,457
bad,1438
feel,886
feeling,291
shit,1066
worst,923
worse,1176
blame,845
lonely,41
chaos,154
mad,211
ruined,60
anxiety,249
stress,269
stressed,60
phobia,4
shame,452
hurt,197
disorder,32
loneliness,51
turmoil,33
anger,54
horror,91
rage,30
fate,75
nervous,45
restless,2
depression,139
grief,59
worry,329
worried,694
angst,5
depressed,39
suicide,191
suffer,256
suffering,432
uncertainty,213
uneasy,10
sadness,24
afraid,234
alone,507
suicidal,8
mood,47
tension,13
anxious,44
desperate,149
dismal,10
exhausted,48
insecure,17
distress,36
distressed,3
frustration,44
disgusting,234
boredom,5
bored,31
insane,138
stupidity,180
bullshit,342
uncertain,94
displeased,0
uncomfortable,34
melancholy,1
overwhelmed,173
pessimistic,9
unhappy,9
upset,61
outrage,44
ass,374
damn,590
covidiot,91
terrify,1
terrified,29
terrifying,63
distrust,21
scare,147
scared,189
scaring,13
dread,12
failed,793
failed,793
failure,615
fuck,828
fucking,778
miserable,29
regret,38
shock,114
shocked,115
negligence,123
betrayed,9
cry,63
crying,62
idiot,350
idiots,281
selfish,157
upheaval,13
mess,205
crisis,2307
horrible,157
violence,284
abuse,133
rape,45
stupid,798
