words,ocurrences
panic,64
fear,625
sad,240
mental,312
mind,241
sorry,255
shame,154
hate,165
hell,286
bad,628
feel,472
feeling,181
shit,471
worst,305
worse,484
blame,288
lonely,7
chaos,102
mad,51
ruined,23
anxiety,119
stress,112
stressed,14
phobia,4
shame,154
hurt,37
disorder,14
loneliness,26
turmoil,9
anger,18
horror,29
rage,18
fate,20
nervous,23
restless,2
depression,42
grief,31
worry,176
worried,261
angst,3
depressed,13
suicide,52
suffer,105
suffering,226
uncertainty,57
uneasy,1
sadness,17
afraid,102
alone,535
suicidal,8
mood,23
tension,2
anxious,38
desperate,55
dismal,0
exhausted,27
insecure,6
distress,33
distressed,2
frustration,16
disgusting,67
boredom,3
bored,44
insane,134
stupidity,116
bullshit,154
uncertain,29
displeased,1
uncomfortable,17
melancholy,1
overwhelmed,67
pessimistic,13
unhappy,10
upset,26
outrage,14
ass,101
damn,215
covidiot,29
terrify,6
terrified,19
terrifying,33
distrust,13
scare,95
scared,112
scaring,11
dread,14
failed,304
failed,304
failure,214
fuck,484
fucking,368
miserable,21
regret,28
shock,39
shocked,44
negligence,121
betrayed,3
cry,54
crying,42
idiot,121
idiots,130
selfish,112
upheaval,3
mess,66
crisis,696
horrible,51
violence,116
abuse,67
rape,11
stupid,326
