words,ocurrences
panic,31
fear,218
sad,135
mental,267
mind,150
sorry,158
shame,92
hate,70
hell,275
bad,331
feel,275
feeling,113
shit,196
worst,143
worse,220
blame,113
lonely,7
chaos,29
mad,34
ruined,15
anxiety,37
stress,60
stressed,8
phobia,0
shame,92
hurt,85
disorder,25
loneliness,2
turmoil,2
anger,16
horror,30
rage,5
fate,9
nervous,11
restless,0
depression,39
grief,11
worry,86
worried,72
angst,1
depressed,3
suicide,26
suffer,62
suffering,113
uncertainty,20
uneasy,3
sadness,3
afraid,70
alone,125
suicidal,1
mood,14
tension,1
anxious,8
desperate,461
dismal,3
exhausted,12
insecure,2
distress,43
distressed,2
frustration,19
disgusting,40
boredom,2
bored,6
insane,43
stupidity,40
bullshit,99
uncertain,8
displeased,0
uncomfortable,10
melancholy,0
overwhelmed,24
pessimistic,1
unhappy,3
upset,16
outrage,16
ass,90
damn,101
covidiot,8
terrify,0
terrified,12
terrifying,10
distrust,10
scare,38
scared,58
scaring,10
dread,1
failed,100
failed,100
failure,94
fuck,167
fucking,136
miserable,6
regret,11
shock,21
shocked,15
negligence,22
betrayed,2
cry,22
crying,15
idiot,61
idiots,91
selfish,58
upheaval,2
mess,30
crisis,331
horrible,43
violence,69
abuse,48
rape,21
stupid,178
