words,ocurrences
panic,146
fear,631
sad,283
mental,336
mind,298
sorry,292
shame,213
hate,242
hell,262
bad,754
feel,556
feeling,218
shit,640
worst,352
worse,710
blame,275
lonely,16
chaos,85
mad,76
ruined,30
anxiety,121
stress,162
stressed,22
phobia,32
shame,213
hurt,65
disorder,28
loneliness,17
turmoil,8
anger,30
horror,21
rage,20
fate,24
nervous,22
restless,0
depression,66
grief,40
worry,190
worried,156
angst,1
depressed,11
suicide,64
suffer,124
suffering,169
uncertainty,118
uneasy,3
sadness,13
afraid,108
alone,353
suicidal,12
mood,13
tension,5
anxious,25
desperate,47
dismal,6
exhausted,30
insecure,5
distress,24
distressed,0
frustration,13
disgusting,168
boredom,1
bored,17
insane,106
stupidity,79
bullshit,203
uncertain,34
displeased,0
uncomfortable,18
melancholy,0
overwhelmed,103
pessimistic,5
unhappy,8
upset,29
outrage,30
ass,129
damn,354
covidiot,23
terrify,1
terrified,34
terrifying,32
distrust,11
scare,101
scared,122
scaring,11
dread,6
failed,250
failed,250
failure,233
fuck,724
fucking,450
miserable,18
regret,33
shock,61
shocked,73
negligence,26
betrayed,19
cry,48
crying,55
idiot,127
idiots,312
selfish,118
upheaval,3
mess,76
crisis,634
horrible,83
violence,87
abuse,75
rape,9
stupid,349
