words,ocurrences
panic,208
fear,649
sad,478
mental,729
mind,457
sorry,345
shame,400
hate,502
hell,412
bad,1000
feel,769
feeling,336
shit,583
worst,578
worse,508
blame,347
lonely,18
chaos,89
mad,105
ruined,28
anxiety,333
stress,256
stressed,77
phobia,5
shame,400
hurt,86
disorder,37
loneliness,35
turmoil,18
anger,101
horror,65
rage,29
fate,40
nervous,33
restless,2
depression,159
grief,106
worry,222
worried,225
angst,1
depressed,69
suicide,95
suffer,182
suffering,686
uncertainty,92
uneasy,5
sadness,25
afraid,163
alone,344
suicidal,7
mood,14
tension,15
anxious,60
desperate,132
dismal,9
exhausted,52
insecure,3
distress,109
distressed,10
frustration,39
disgusting,131
boredom,7
bored,21
insane,81
stupidity,157
bullshit,193
uncertain,47
displeased,1
uncomfortable,18
melancholy,2
overwhelmed,126
pessimistic,7
unhappy,13
upset,36
outrage,41
ass,191
damn,315
covidiot,35
terrify,1
terrified,34
terrifying,60
distrust,16
scare,154
scared,149
scaring,8
dread,7
failed,457
failed,457
failure,377
fuck,562
fucking,652
miserable,92
regret,45
shock,58
shocked,92
negligence,127
betrayed,5
cry,79
crying,73
idiot,213
idiots,243
selfish,219
upheaval,1
mess,126
crisis,3153
horrible,110
violence,354
abuse,112
rape,21
stupid,509
