words,ocurrences
panic,581
fear,1192
sad,963
mental,914
mind,720
sorry,752
shame,435
hate,541
hell,759
bad,1824
feel,1498
feeling,460
shit,1381
worst,861
worse,1106
blame,727
lonely,32
chaos,368
mad,217
ruined,95
anxiety,346
stress,505
stressed,99
phobia,4
shame,435
hurt,213
disorder,66
loneliness,58
turmoil,56
anger,86
horror,72
rage,83
fate,90
nervous,36
restless,2
depression,340
grief,170
worry,616
worried,831
angst,17
depressed,59
suicide,197
suffer,314
suffering,562
uncertainty,354
uneasy,9
sadness,25
afraid,272
alone,712
suicidal,21
mood,75
tension,24
anxious,78
desperate,167
dismal,11
exhausted,37
insecure,27
distress,92
distressed,11
frustration,33
disgusting,441
boredom,26
bored,64
insane,319
stupidity,190
bullshit,445
uncertain,143
displeased,2
uncomfortable,34
melancholy,11
overwhelmed,105
pessimistic,20
unhappy,17
upset,93
outrage,57
ass,424
damn,619
covidiot,46
terrify,10
terrified,51
terrifying,162
distrust,46
scare,260
scared,287
scaring,35
dread,11
failed,1286
failed,1286
failure,868
fuck,1325
fucking,1179
miserable,38
regret,42
shock,122
shocked,125
negligence,170
betrayed,16
cry,376
crying,298
idiot,462
idiots,342
selfish,274
upheaval,18
mess,244
crisis,3972
horrible,179
violence,359
abuse,171
rape,70
stupid,855
