words,ocurrences
panic,514
fear,1773
sad,1554
mental,1375
mind,1242
sorry,1189
shame,854
hate,1261
hell,1529
bad,3027
feel,2412
feeling,700
shit,2646
worst,2394
worse,2141
blame,1773
lonely,55
chaos,301
mad,361
ruined,152
anxiety,498
stress,627
stressed,117
phobia,12
shame,854
hurt,496
disorder,124
loneliness,61
turmoil,28
anger,150
horror,344
rage,91
fate,96
nervous,130
restless,5
depression,294
grief,132
worry,771
worried,778
angst,10
depressed,73
suicide,228
suffer,767
suffering,937
uncertainty,438
uneasy,11
sadness,33
afraid,517
alone,1022
suicidal,21
mood,175
tension,40
anxious,111
desperate,241
dismal,34
exhausted,104
insecure,43
distress,104
distressed,16
frustration,58
disgusting,481
boredom,22
bored,103
insane,479
stupidity,563
bullshit,627
uncertain,212
displeased,2
uncomfortable,92
melancholy,2
overwhelmed,321
pessimistic,15
unhappy,36
upset,138
outrage,109
ass,1169
damn,1447
covidiot,393
terrify,11
terrified,102
terrifying,228
distrust,42
scare,316
scared,521
scaring,30
dread,18
failed,1580
failed,1580
failure,1498
fuck,2400
fucking,2409
miserable,79
regret,159
shock,252
shocked,365
negligence,244
betrayed,33
cry,171
crying,242
idiot,1371
idiots,679
selfish,463
upheaval,21
mess,602
crisis,6961
horrible,362
violence,667
abuse,298
rape,82
stupid,2245
