words,ocurrences
panic,95
fear,569
sad,296
mental,675
mind,327
sorry,329
shame,232
hate,258
hell,382
bad,788
feel,732
feeling,329
shit,564
worst,492
worse,645
blame,299
lonely,33
chaos,78
mad,98
ruined,27
anxiety,243
stress,306
stressed,44
phobia,5
shame,232
hurt,120
disorder,42
loneliness,87
turmoil,19
anger,40
horror,28
rage,17
fate,15
nervous,30
restless,2
depression,149
grief,61
worry,298
worried,212
angst,5
depressed,44
suicide,107
suffer,204
suffering,365
uncertainty,124
uneasy,1
sadness,21
afraid,112
alone,279
suicidal,16
mood,43
tension,9
anxious,52
desperate,67
dismal,16
exhausted,22
insecure,14
distress,45
distressed,7
frustration,43
disgusting,137
boredom,7
bored,26
insane,82
stupidity,58
bullshit,178
uncertain,68
displeased,0
uncomfortable,15
melancholy,0
overwhelmed,49
pessimistic,4
unhappy,4
upset,45
outrage,48
ass,206
damn,234
covidiot,22
terrify,3
terrified,17
terrifying,45
distrust,33
scare,64
scared,107
scaring,5
dread,9
failed,327
failed,327
failure,407
fuck,481
fucking,372
miserable,15
regret,27
shock,76
shocked,80
negligence,41
betrayed,8
cry,40
crying,47
idiot,111
idiots,103
selfish,84
upheaval,7
mess,122
crisis,1742
horrible,97
violence,189
abuse,143
rape,45
stupid,285
