words,ocurrences
panic,113
fear,317
sad,364
mental,548
mind,166
sorry,200
shame,183
hate,147
hell,213
bad,495
feel,411
feeling,170
shit,415
worst,265
worse,427
blame,212
lonely,5
chaos,80
mad,79
ruined,15
anxiety,106
stress,109
stressed,38
phobia,7
shame,183
hurt,49
disorder,30
loneliness,12
turmoil,7
anger,91
horror,16
rage,13
fate,6
nervous,20
restless,5
depression,55
grief,58
worry,132
worried,136
angst,3
depressed,9
suicide,84
suffer,97
suffering,175
uncertainty,65
uneasy,2
sadness,6
afraid,132
alone,200
suicidal,6
mood,21
tension,2
anxious,19
desperate,30
dismal,4
exhausted,22
insecure,5
distress,21
distressed,2
frustration,50
disgusting,122
boredom,0
bored,7
insane,91
stupidity,72
bullshit,135
uncertain,24
displeased,1
uncomfortable,5
melancholy,0
overwhelmed,128
pessimistic,4
unhappy,4
upset,30
outrage,36
ass,173
damn,212
covidiot,23
terrify,0
terrified,20
terrifying,22
distrust,18
scare,56
scared,75
scaring,5
dread,2
failed,221
failed,221
failure,198
fuck,337
fucking,264
miserable,12
regret,29
shock,38
shocked,81
negligence,36
betrayed,3
cry,52
crying,31
idiot,104
idiots,250
selfish,96
upheaval,5
mess,256
crisis,866
horrible,58
violence,119
abuse,106
rape,34
stupid,330
