words,ocurrences
panic,518
fear,2312
sad,1570
mental,1833
mind,1421
sorry,1247
shame,861
hate,1409
hell,1147
bad,2936
feel,2840
feeling,828
shit,2513
worst,1862
worse,2384
blame,1865
lonely,61
chaos,509
mad,486
ruined,149
anxiety,779
stress,807
stressed,152
phobia,7
shame,861
hurt,408
disorder,100
loneliness,112
turmoil,58
anger,135
horror,132
rage,196
fate,115
nervous,156
restless,9
depression,671
grief,170
worry,935
worried,992
angst,11
depressed,84
suicide,353
suffer,471
suffering,981
uncertainty,589
uneasy,17
sadness,66
afraid,572
alone,1140
suicidal,37
mood,166
tension,52
anxious,185
desperate,385
dismal,37
exhausted,63
insecure,157
distress,155
distressed,39
frustration,96
disgusting,526
boredom,62
bored,169
insane,352
stupidity,533
bullshit,622
uncertain,293
displeased,2
uncomfortable,78
melancholy,1
overwhelmed,222
pessimistic,22
unhappy,45
upset,229
outrage,127
ass,974
damn,1044
covidiot,257
terrify,4
terrified,110
terrifying,193
distrust,26
scare,305
scared,928
scaring,34
dread,35
failed,1412
failed,1412
failure,1464
fuck,1875
fucking,2029
miserable,76
regret,168
shock,411
shocked,478
negligence,227
betrayed,25
cry,287
crying,221
idiot,963
idiots,835
selfish,423
upheaval,34
mess,514
crisis,10939
horrible,365
violence,629
abuse,505
rape,86
stupid,2333
