words,ocurrences
panic,177
fear,546
sad,443
mental,852
mind,360
sorry,299
shame,437
hate,1414
hell,303
bad,718
feel,884
feeling,297
shit,474
worst,709
worse,490
blame,488
lonely,10
chaos,66
mad,68
ruined,48
anxiety,222
stress,221
stressed,51
phobia,5
shame,437
hurt,114
disorder,61
loneliness,25
turmoil,25
anger,56
horror,63
rage,19
fate,25
nervous,35
restless,2
depression,135
grief,78
worry,253
worried,266
angst,7
depressed,29
suicide,72
suffer,168
suffering,453
uncertainty,110
uneasy,5
sadness,9
afraid,142
alone,303
suicidal,7
mood,41
tension,18
anxious,59
desperate,170
dismal,7
exhausted,34
insecure,9
distress,63
distressed,6
frustration,18
disgusting,196
boredom,4
bored,16
insane,89
stupidity,90
bullshit,158
uncertain,47
displeased,0
uncomfortable,21
melancholy,0
overwhelmed,98
pessimistic,3
unhappy,8
upset,51
outrage,20
ass,152
damn,244
covidiot,20
terrify,3
terrified,13
terrifying,31
distrust,10
scare,78
scared,106
scaring,12
dread,7
failed,446
failed,446
failure,296
fuck,500
fucking,390
miserable,51
regret,36
shock,76
shocked,81
negligence,63
betrayed,6
cry,55
crying,58
idiot,152
idiots,130
selfish,132
upheaval,1
mess,119
crisis,1858
horrible,84
violence,458
abuse,162
rape,20
stupid,396
