words,ocurrences
panic,302
fear,1358
sad,1048
mental,978
mind,718
sorry,669
shame,529
hate,635
hell,748
bad,2026
feel,1252
feeling,419
shit,1266
worst,1371
worse,1643
blame,882
lonely,45
chaos,204
mad,287
ruined,100
anxiety,313
stress,383
stressed,65
phobia,1
shame,529
hurt,262
disorder,37
loneliness,72
turmoil,26
anger,65
horror,98
rage,47
fate,77
nervous,39
restless,6
depression,275
grief,101
worry,502
worried,760
angst,3
depressed,48
suicide,176
suffer,304
suffering,695
uncertainty,270
uneasy,5
sadness,28
afraid,307
alone,662
suicidal,18
mood,58
tension,29
anxious,58
desperate,163
dismal,32
exhausted,74
insecure,18
distress,48
distressed,10
frustration,47
disgusting,249
boredom,9
bored,89
insane,286
stupidity,214
bullshit,355
uncertain,95
displeased,0
uncomfortable,39
melancholy,0
overwhelmed,277
pessimistic,12
unhappy,17
upset,70
outrage,37
ass,515
damn,892
covidiot,85
terrify,3
terrified,58
terrifying,135
distrust,63
scare,181
scared,238
scaring,27
dread,13
failed,1197
failed,1197
failure,1005
fuck,994
fucking,915
miserable,51
regret,49
shock,191
shocked,200
negligence,293
betrayed,21
cry,188
crying,212
idiot,525
idiots,363
selfish,293
upheaval,10
mess,266
crisis,2854
horrible,234
violence,338
abuse,194
rape,40
stupid,996
